reference_joconde,match_status,match_method,rights_status,license,titre_joconde,musee_joconde,artistes,wikidata_qid,commons_file,source_page_url,file_url,credit,creator,license_url,match_evidence,verified_by,verified_at,note_verification
00000077353,a_verifier,inventory_number,open,Public domain,AMOUR REPANDANT DES FLEURS,musée Condé,Annibale Carracci,Q64651948,Annibale Carracci La Notte Museo Condé Chantilly.jpg,https://commons.wikimedia.org/wiki/File:Annibale_Carracci_La_Notte_Museo_Cond%C3%A9_Chantilly.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/Annibale_Carracci_La_Notte_Museo_Cond%C3%A9_Chantilly.jpg,Joconde database : entry 00000077354,Annibale Carracci,,inventory_match;institution_match,auto,2026-07-29,
00000103010,a_verifier,inventory_number,unknown,,JUDITH TENANT LA TETE D'HOLOPHERNE,musée du Louvre,Guido Reni,Q115673014,,,,,,,inventory_match;institution_match;title_match,auto,2026-07-29,
000DE006757,a_verifier,inventory_number,unknown,,LA NOURRICE,musée des beaux-arts,Greuze,Q138415095,,,,,,,inventory_match;institution_match,auto,2026-07-29,
000DE006757,a_verifier,inventory_number,unknown,,LA NOURRICE,musée des beaux-arts,Greuze,Q120685750,,,,,,,inventory_match;institution_match,auto,2026-07-29,
000DE006757,a_verifier,inventory_number,open,Public domain,LA NOURRICE,musée des beaux-arts,Greuze,Q123598654,Theodor van Loon - L'assomption de la Vierge.jpg,https://commons.wikimedia.org/wiki/File:Theodor_van_Loon_-_L%27assomption_de_la_Vierge.jpg,https://upload.wikimedia.org/wikipedia/commons/7/74/Theodor_van_Loon_-_L%27assomption_de_la_Vierge.jpg,This illustration was made by Antoine Motte dit Falisse alias M0tty but it is in the public domain because it is a faithful photographic reproduction of an original two-dimensional work of art and the work of art itself is in the public domain . English | français | +/−,Theodoor van Loon,,inventory_match;institution_match,auto,2026-07-29,
000DE006757,a_verifier,inventory_number,open,Public domain,LA NOURRICE,musée des beaux-arts,Greuze,Q24284077,Nicolaes Maes - Christ before Pilate - Szépművészeti Múzeum.jpg,https://commons.wikimedia.org/wiki/File:Nicolaes_Maes_-_Christ_before_Pilate_-_Sz%C3%A9pm%C5%B1v%C3%A9szeti_M%C3%BAzeum.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4a/Nicolaes_Maes_-_Christ_before_Pilate_-_Sz%C3%A9pm%C5%B1v%C3%A9szeti_M%C3%BAzeum.jpg,https://www.szepmuveszeti.hu/adatlap_eng/christ_before_pilate_regnier_van_9794,Nicolaes Maes / Attributed to Reynier van Gherwen,,inventory_match;institution_match,auto,2026-07-29,
000DE006830,a_verifier,inventory_number,unknown,,PROJET DE MEDAILLE EN MEMOIRE DE LA CESSATION DE LA PESTE A MARSEILLE,musée des beaux-arts,Bouchardon,Q138428832,,,,,,,inventory_match;institution_match,auto,2026-07-29,
000DE006830,a_verifier,inventory_number,open,CC BY-SA 4.0,PROJET DE MEDAILLE EN MEMOIRE DE LA CESSATION DE LA PESTE A MARSEILLE,musée des beaux-arts,Bouchardon,Q120675164,PMa B 646 Tournai.jpg,https://commons.wikimedia.org/wiki/File:PMa_B_646_Tournai.jpg,https://upload.wikimedia.org/wikipedia/commons/8/88/PMa_B_646_Tournai.jpg,Own work,PMRMaeyaert,https://creativecommons.org/licenses/by-sa/4.0,inventory_match;institution_match,auto,2026-07-29,
000DE006830,a_verifier,inventory_number,open,Public domain,PROJET DE MEDAILLE EN MEMOIRE DE LA CESSATION DE LA PESTE A MARSEILLE,musée des beaux-arts,Bouchardon,Q94657444,"Félix Vallotton, 1925 - Paysage de la Creuse.png","https://commons.wikimedia.org/wiki/File:F%C3%A9lix_Vallotton,_1925_-_Paysage_de_la_Creuse.png",https://upload.wikimedia.org/wikipedia/commons/2/26/F%C3%A9lix_Vallotton%2C_1925_-_Paysage_de_la_Creuse.png,http://wetreesinart.tumblr.com/post/80902963548/f%C3%A9lix-vallotton-suisse-1865-1925-paysage-de-la,Félix Vallotton,,inventory_match;institution_match;title_match,auto,2026-07-29,
000DE006830,a_verifier,inventory_number,open,Public domain,PROJET DE MEDAILLE EN MEMOIRE DE LA CESSATION DE LA PESTE A MARSEILLE,musée des beaux-arts,Bouchardon,Q106091670,Waltmann Strasbourg pasce oves meas.jpg,https://commons.wikimedia.org/wiki/File:Waltmann_Strasbourg_pasce_oves_meas.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1a/Waltmann_Strasbourg_pasce_oves_meas.jpg,Own work,Abraham van Diepenbeeck,,inventory_match;institution_match,auto,2026-07-29,
000DE006899,a_verifier,inventory_number,open,Public domain,GUERRIERS AU COMBAT,musée des beaux-arts,Annibale Carracci,Q111731605,Rubens Portrait de femme.jpg,https://commons.wikimedia.org/wiki/File:Rubens_Portrait_de_femme.jpg,https://upload.wikimedia.org/wikipedia/commons/d/dc/Rubens_Portrait_de_femme.jpg,Own work,Peter Paul Rubens,,inventory_match;institution_match,auto,2026-07-29,
000DE006899,a_verifier,inventory_number,unknown,,GUERRIERS AU COMBAT,musée des beaux-arts,Annibale Carracci,Q120686225,,,,,,,inventory_match;institution_match,auto,2026-07-29,
000DE006899,a_verifier,inventory_number,unknown,,GUERRIERS AU COMBAT,musée des beaux-arts,Annibale Carracci,Q59512364,,,,,,,inventory_match;institution_match,auto,2026-07-29,
000DE006899,a_verifier,inventory_number,open,Public domain,GUERRIERS AU COMBAT,musée des beaux-arts,Annibale Carracci,Q60052265,PMa B 571 Tournai.jpg,https://commons.wikimedia.org/wiki/File:PMa_B_571_Tournai.jpg,https://upload.wikimedia.org/wikipedia/commons/4/49/PMa_B_571_Tournai.jpg,Own work,Fernand Khnopff,,inventory_match;institution_match,auto,2026-07-29,
000PE014504,a_verifier,inventory_number,open,Public domain,PAYSAGE ET GUERRIERS,musée des beaux-arts,Salvator Rosa,Q116296398,Sac-de-Rome-3-Pieter-Brueghel-il-Vecchio.jpg,https://commons.wikimedia.org/wiki/File:Sac-de-Rome-3-Pieter-Brueghel-il-Vecchio.jpg,https://upload.wikimedia.org/wikipedia/commons/6/68/Sac-de-Rome-3-Pieter-Brueghel-il-Vecchio.jpg,http://autourdelombreduconnetable.com/wp-content/uploads/2014/12/Sac-de-Rome-3-Pieter-Brueghel-il-Vecchio.jpg,Pieter Brueghel the Elder,,inventory_match;institution_match,auto,2026-07-29,
000PE014504,a_verifier,inventory_number,open,Public domain,PAYSAGE ET GUERRIERS,musée des beaux-arts,Salvator Rosa,Q23795682,"Reine Berthe et les fileueses, 1888.jpg","https://commons.wikimedia.org/wiki/File:Reine_Berthe_et_les_fileueses,_1888.jpg",https://upload.wikimedia.org/wikipedia/commons/7/71/Reine_Berthe_et_les_fileueses%2C_1888.jpg,Unknown source Unknown source,Albert Anker,,inventory_match;institution_match,auto,2026-07-29,
000PE014504,a_verifier,inventory_number,unknown,,PAYSAGE ET GUERRIERS,musée des beaux-arts,Salvator Rosa,Q111652161,,,,,,,inventory_match;institution_match,auto,2026-07-29,
000PE014505,a_verifier,inventory_number,unknown,,ERMITE EN MEDITATION,musée des beaux-arts,Salvator Rosa,Q138414406,,,,,,,inventory_match;institution_match,auto,2026-07-29,
000PE014505,a_verifier,inventory_number,unknown,,ERMITE EN MEDITATION,musée des beaux-arts,Salvator Rosa,Q120685116,,,,,,,inventory_match;institution_match,auto,2026-07-29,
000PE014505,a_verifier,inventory_number,open,Public domain,ERMITE EN MEDITATION,musée des beaux-arts,Salvator Rosa,Q59508063,William Brymner - With Dolly at the Sabot-makers.jpg,https://commons.wikimedia.org/wiki/File:William_Brymner_-_With_Dolly_at_the_Sabot-makers.jpg,https://upload.wikimedia.org/wikipedia/commons/d/da/William_Brymner_-_With_Dolly_at_the_Sabot-makers.jpg,The AMICA Library,William Brymner,,inventory_match;institution_match,auto,2026-07-29,
000PE014505,a_verifier,inventory_number,unknown,,ERMITE EN MEDITATION,musée des beaux-arts,Salvator Rosa,Q91018241,,,,,,,inventory_match;institution_match,auto,2026-07-29,
000PE014694,a_verifier,inventory_number,unknown,,SAINT JEAN L'EVANGELISTE,musée des beaux-arts,Andrea del Sarto,Q120685130,,,,,,,inventory_match;institution_match,auto,2026-07-29,
000PE014694,a_verifier,inventory_number,unknown,,SAINT JEAN L'EVANGELISTE,musée des beaux-arts,Andrea del Sarto,Q138414067,,,,,,,inventory_match;institution_match,auto,2026-07-29,
000PE014694,a_verifier,inventory_number,open,Public domain,SAINT JEAN L'EVANGELISTE,musée des beaux-arts,Andrea del Sarto,Q105534743,Boucher pastorale.jpg,https://commons.wikimedia.org/wiki/File:Boucher_pastorale.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4f/Boucher_pastorale.jpg,Unknown source Unknown source,François Boucher,,inventory_match;institution_match,auto,2026-07-29,
000PE014694,a_verifier,inventory_number,unknown,,SAINT JEAN L'EVANGELISTE,musée des beaux-arts,Andrea del Sarto,Q59503416,,,,,,,inventory_match;institution_match,auto,2026-07-29,
000PE014737,a_verifier,inventory_number,open,CC BY-SA 4.0,FIGURE ALLEGORIQUE,musée des beaux-arts,Le Corrège,Q124846819,Prédication saint-Jean-Baptiste début XVI h sur panneau d marquis de la Rochejacquelin 1839 440 musée de Chartres.jpg,https://commons.wikimedia.org/wiki/File:Pr%C3%A9dication_saint-Jean-Baptiste_d%C3%A9but_XVI_h_sur_panneau_d_marquis_de_la_Rochejacquelin_1839_440_mus%C3%A9e_de_Chartres.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f0/Pr%C3%A9dication_saint-Jean-Baptiste_d%C3%A9but_XVI_h_sur_panneau_d_marquis_de_la_Rochejacquelin_1839_440_mus%C3%A9e_de_Chartres.jpg,Own work,Le Passant,https://creativecommons.org/licenses/by-sa/4.0,inventory_match;institution_match,auto,2026-07-29,
000PE021397,a_verifier,inventory_number,unknown,,Le Sauveur du monde,musée des beaux-arts,Hyacinthe Rigaud,Q138428565,,,,,,,inventory_match;institution_match,auto,2026-07-29,
000PE021397,a_verifier,inventory_number,open,Public domain,Le Sauveur du monde,musée des beaux-arts,Hyacinthe Rigaud,Q130324387,Champaigne saint Vincent Bruxelles.jpg,https://commons.wikimedia.org/wiki/File:Champaigne_saint_Vincent_Bruxelles.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a3/Champaigne_saint_Vincent_Bruxelles.jpg,Google,Philippe de Champaigne,,inventory_match;institution_match,auto,2026-07-29,
000PE021397,a_verifier,inventory_number,open,Public domain,Le Sauveur du monde,musée des beaux-arts,Hyacinthe Rigaud,Q21614108,"Theodoor Boeyermans - Antwerp, Nourishing the Painters.jpg","https://commons.wikimedia.org/wiki/File:Theodoor_Boeyermans_-_Antwerp,_Nourishing_the_Painters.jpg",https://upload.wikimedia.org/wikipedia/commons/d/d4/Theodoor_Boeyermans_-_Antwerp%2C_Nourishing_the_Painters.jpg,http://www.lukasweb.be/en/photo/antwerp-nourishing-the-painters,Theodoor Boeyermans,,inventory_match;institution_match,auto,2026-07-29,
000PE021397,a_verifier,inventory_number,unknown,,Le Sauveur du monde,musée des beaux-arts,Hyacinthe Rigaud,Q59526260,,,,,,,inventory_match;institution_match,auto,2026-07-29,
000PE021397,a_verifier,inventory_number,open,Public domain,Le Sauveur du monde,musée des beaux-arts,Hyacinthe Rigaud,Q124985587,Portrait de Turenne de Philippe de Champaigne musée des Beaux-arts de Chartres Eure-et-Loir France.jpg,https://commons.wikimedia.org/wiki/File:Portrait_de_Turenne_de_Philippe_de_Champaigne_mus%C3%A9e_des_Beaux-arts_de_Chartres_Eure-et-Loir_France.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bb/Portrait_de_Turenne_de_Philippe_de_Champaigne_mus%C3%A9e_des_Beaux-arts_de_Chartres_Eure-et-Loir_France.jpg,https://gallica.bnf.fr/ark:/12148/bpt6k6524806f/f51.item,Philippe de Champaigne (1602-1674),,inventory_match;institution_match,auto,2026-07-29,
000PE021397,a_verifier,inventory_number,unknown,,Le Sauveur du monde,musée des beaux-arts,Hyacinthe Rigaud,Q120674033,,,,,,,inventory_match;institution_match,auto,2026-07-29,
05120000046,a_verifier,inventory_number,unknown,,Le Torrent,musée des Beaux-Arts,David Téniers,Q138414551,,,,,,,inventory_match;institution_match,auto,2026-07-29,
05120001189,a_verifier,inventory_number,open,Public domain,L'Annonciation,musée des Beaux-Arts,Federico Barocci,Q113492913,Annonciation Federico Barocci (le Baroche) - 1584 - Nancy.jpg,https://commons.wikimedia.org/wiki/File:Annonciation_Federico_Barocci_(le_Baroche)_-_1584_-_Nancy.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d7/Annonciation_Federico_Barocci_%28le_Baroche%29_-_1584_-_Nancy.jpg,Own work,Helvio ricina,,inventory_match;institution_match;title_match,auto,2026-07-29,
05120001189,a_verifier,inventory_number,unknown,,L'Annonciation,musée des Beaux-Arts,Federico Barocci,Q120685099,,,,,,,inventory_match;institution_match,auto,2026-07-29,
05120001189,a_verifier,inventory_number,unknown,,L'Annonciation,musée des Beaux-Arts,Federico Barocci,Q66547759,,,,,,,inventory_match;institution_match,auto,2026-07-29,
05120001189,a_verifier,inventory_number,open,Public domain,L'Annonciation,musée des Beaux-Arts,Federico Barocci,Q124393331,"Agostino Carracci, Festa Campestre, Marsiglia.jpg","https://commons.wikimedia.org/wiki/File:Agostino_Carracci,_Festa_Campestre,_Marsiglia.jpg",https://upload.wikimedia.org/wikipedia/commons/d/d4/Agostino_Carracci%2C_Festa_Campestre%2C_Marsiglia.jpg,[2],Agostino Carracci,,inventory_match;institution_match,auto,2026-07-29,
05120001189,a_verifier,inventory_number,open,Public domain,L'Annonciation,musée des Beaux-Arts,Federico Barocci,Q112185951,Temptation of St Anthony by Paolo Veronese.jpg,https://commons.wikimedia.org/wiki/File:Temptation_of_St_Anthony_by_Paolo_Veronese.jpg,https://upload.wikimedia.org/wikipedia/commons/9/96/Temptation_of_St_Anthony_by_Paolo_Veronese.jpg,"Web Gallery of Art : Image Info about artwork wga QS:P11807,""/v/veronese/02_1550s/2tempta2""",Paolo Veronese,,inventory_match;institution_match,auto,2026-07-29,
05120001189,a_verifier,inventory_number,unknown,,L'Annonciation,musée des Beaux-Arts,Federico Barocci,Q59530132,,,,,,,inventory_match;institution_match,auto,2026-07-29,
05120001189,a_verifier,inventory_number,open,Public domain,L'Annonciation,musée des Beaux-Arts,Federico Barocci,Q120673917,Edouard Agneessens (1842-1885) - Naaktstudie (1878) - Museum voor Schone Kunsten (Doornik) 23-12-2010 15-04-36.jpg,https://commons.wikimedia.org/wiki/File:Edouard_Agneessens_(1842-1885)_-_Naaktstudie_(1878)_-_Museum_voor_Schone_Kunsten_(Doornik)_23-12-2010_15-04-36.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ad/Edouard_Agneessens_%281842-1885%29_-_Naaktstudie_%281878%29_-_Museum_voor_Schone_Kunsten_%28Doornik%29_23-12-2010_15-04-36.jpg,Own work,Paul Hermans,,inventory_match;institution_match,auto,2026-07-29,
05120002092,a_verifier,inventory_number,unknown,,Conversion de saint Paul ; Saint Paul terrassé sur le chemin de Damas,musée des Beaux-Arts,Luca Giordano,Q138424654,,,,,,,inventory_match;institution_match,auto,2026-07-29,
05120002092,a_verifier,inventory_number,unknown,,Conversion de saint Paul ; Saint Paul terrassé sur le chemin de Damas,musée des Beaux-Arts,Luca Giordano,Q59538440,,,,,,,inventory_match;institution_match,auto,2026-07-29,
05120002092,a_verifier,inventory_number,open,Public domain,Conversion de saint Paul ; Saint Paul terrassé sur le chemin de Damas,musée des Beaux-Arts,Luca Giordano,Q113557339,Hippolyte Pradelles-Promenade en bateau au clair de lune.jpg,https://commons.wikimedia.org/wiki/File:Hippolyte_Pradelles-Promenade_en_bateau_au_clair_de_lune.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a6/Hippolyte_Pradelles-Promenade_en_bateau_au_clair_de_lune.jpg,Own work (photo or scan: Ji-Elle ),Hippolyte Pradelles,,inventory_match;institution_match,auto,2026-07-29,
05120002092,a_verifier,inventory_number,unknown,,Conversion de saint Paul ; Saint Paul terrassé sur le chemin de Damas,musée des Beaux-Arts,Luca Giordano,Q50946768,,,,,,,inventory_match;institution_match,auto,2026-07-29,
05120002906,a_verifier,inventory_number,open,CC BY-SA 4.0,Etudes de casques antiques,musée des Beaux-Arts,Nicolas Poussin,Q63346570,Etudes de casques antiques.jpg,https://commons.wikimedia.org/wiki/File:Etudes_de_casques_antiques.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0e/Etudes_de_casques_antiques.jpg,This photograph is preserved by the Museum of Fine Arts of Nancy. It was provided to Wikimedia Commons as part of a cooperation project with Wikimédia France .,"Poussin, Nicolas",https://creativecommons.org/licenses/by-sa/4.0,inventory_match;institution_match;title_match,auto,2026-07-29,
06570008170,a_verifier,inventory_number,unknown,,Le Christ au tombeau ; Déploration sur le corps du Christ,musée des beaux-arts,Le Pérugin,Q138416129,,,,,,,inventory_match;institution_match,auto,2026-07-29,
06570008170,a_verifier,inventory_number,unknown,,Le Christ au tombeau ; Déploration sur le corps du Christ,musée des beaux-arts,Le Pérugin,Q107493311,,,,,,,inventory_match;institution_match,auto,2026-07-29,
06570008170,a_verifier,inventory_number,open,Public domain,Le Christ au tombeau ; Déploration sur le corps du Christ,musée des beaux-arts,Le Pérugin,Q5803847,"Joachim Patinir - Landscape with the Flight into Egypt, 1516-1517, 64.tif","https://commons.wikimedia.org/wiki/File:Joachim_Patinir_-_Landscape_with_the_Flight_into_Egypt,_1516-1517,_64.tif",https://upload.wikimedia.org/wikipedia/commons/5/5d/Joachim_Patinir_-_Landscape_with_the_Flight_into_Egypt%2C_1516-1517%2C_64.tif,https://kmska.be/en/meesterwerken?keys=Patinir,Joachim Patinir,,inventory_match;institution_match,auto,2026-07-29,
06570009240,a_verifier,inventory_number,unknown,,La Vierge et l'Enfant entourés d'anges ; Triomphe de la Vierge,musée des beaux-arts,Le Tintoret,Q120686172,,,,,,,inventory_match;institution_match,auto,2026-07-29,
06570009240,a_verifier,inventory_number,unknown,,La Vierge et l'Enfant entourés d'anges ; Triomphe de la Vierge,musée des beaux-arts,Le Tintoret,Q138428760,,,,,,,inventory_match;institution_match,auto,2026-07-29,
06570009240,a_verifier,inventory_number,unknown,,La Vierge et l'Enfant entourés d'anges ; Triomphe de la Vierge,musée des beaux-arts,Le Tintoret,Q59500635,,,,,,,inventory_match;institution_match,auto,2026-07-29,
07430004686,a_verifier,inventory_number,open,CC BY-SA 4.0,Quatre têtes d'étude,musée des Beaux-Arts,Carlo Maratti,Q22009214,Longchamp028 Rubens Chasse sanglier.jpg,https://commons.wikimedia.org/wiki/File:Longchamp028_Rubens_Chasse_sanglier.jpg,https://upload.wikimedia.org/wikipedia/commons/d/de/Longchamp028_Rubens_Chasse_sanglier.jpg,Own work,Finoskov,https://creativecommons.org/licenses/by-sa/4.0,inventory_match;institution_match,auto,2026-07-29,
07430004686,a_verifier,inventory_number,open,Public domain,Quatre têtes d'étude,musée des Beaux-Arts,Carlo Maratti,Q21614212,Kmska Maerten de Vos (1531 of 1532 - 1603) - Verzoeking van de heilige Antonius 28-02-2010 14-03-13kopie.jpg,https://commons.wikimedia.org/wiki/File:Kmska_Maerten_de_Vos_(1531_of_1532_-_1603)_-_Verzoeking_van_de_heilige_Antonius_28-02-2010_14-03-13kopie.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9c/Kmska_Maerten_de_Vos_%281531_of_1532_-_1603%29_-_Verzoeking_van_de_heilige_Antonius_28-02-2010_14-03-13kopie.jpg,"Self-photographed (photo made by Paul Hermans ), photo made on 2010-02-28",Maerten de Vos,,inventory_match;institution_match,auto,2026-07-29,
07430004686,a_verifier,inventory_number,unknown,,Quatre têtes d'étude,musée des Beaux-Arts,Carlo Maratti,Q138428718,,,,,,,inventory_match;institution_match,auto,2026-07-29,
07430004686,a_verifier,inventory_number,unknown,,Quatre têtes d'étude,musée des Beaux-Arts,Carlo Maratti,Q120674149,,,,,,,inventory_match;institution_match,auto,2026-07-29,
07430004686,a_verifier,inventory_number,open,Public domain,Quatre têtes d'étude,musée des Beaux-Arts,Carlo Maratti,Q59538982,"Paul Kane - Danse du scalp des Chualpays, v. 1851-1856, Musée des Beaux-Arts du Canada.jpg","https://commons.wikimedia.org/wiki/File:Paul_Kane_-_Danse_du_scalp_des_Chualpays,_v._1851-1856,_Mus%C3%A9e_des_Beaux-Arts_du_Canada.jpg",https://upload.wikimedia.org/wikipedia/commons/f/fb/Paul_Kane_-_Danse_du_scalp_des_Chualpays%2C_v._1851-1856%2C_Mus%C3%A9e_des_Beaux-Arts_du_Canada.jpg,Musée des beaux-arts du Canada,Paul Kane,,inventory_match;institution_match,auto,2026-07-29,
07430004698,a_verifier,inventory_number,unknown,,Les arbres abattus ; Paysage (Ancien titre),musée des Beaux-Arts,Salvator Rosa,Q120685517,,,,,,,inventory_match;institution_match,auto,2026-07-29,
07430004698,a_verifier,inventory_number,unknown,,Les arbres abattus ; Paysage (Ancien titre),musée des Beaux-Arts,Salvator Rosa,Q120686219,,,,,,,inventory_match;institution_match,auto,2026-07-29,
07430004698,a_verifier,inventory_number,unknown,,Les arbres abattus ; Paysage (Ancien titre),musée des Beaux-Arts,Salvator Rosa,Q105346938,,,,,,,inventory_match;institution_match,auto,2026-07-29,
07430004698,a_verifier,inventory_number,unknown,,Les arbres abattus ; Paysage (Ancien titre),musée des Beaux-Arts,Salvator Rosa,Q116296059,,,,,,,inventory_match;institution_match,auto,2026-07-29,
07430004698,a_verifier,inventory_number,open,Public domain,Les arbres abattus ; Paysage (Ancien titre),musée des Beaux-Arts,Salvator Rosa,Q19923785,Jacob Fobsen Van Es Déjeuner Nancy 250808.jpg,https://commons.wikimedia.org/wiki/File:Jacob_Fobsen_Van_Es_D%C3%A9jeuner_Nancy_250808.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3a/Jacob_Fobsen_Van_Es_D%C3%A9jeuner_Nancy_250808.jpg,Own work,Vassil,,inventory_match;institution_match,auto,2026-07-29,
07430004698,a_verifier,inventory_number,unknown,,Les arbres abattus ; Paysage (Ancien titre),musée des Beaux-Arts,Salvator Rosa,Q59538940,,,,,,,inventory_match;institution_match,auto,2026-07-29,
07430004698,a_verifier,inventory_number,unknown,,Les arbres abattus ; Paysage (Ancien titre),musée des Beaux-Arts,Salvator Rosa,Q120674215,,,,,,,inventory_match;institution_match,auto,2026-07-29,
07430004969,a_verifier,inventory_number,unknown,,La Charité chrétienne,musée des Beaux-Arts,Guido Reni,Q120685146,,,,,,,inventory_match;institution_match,auto,2026-07-29,
07430004969,a_verifier,inventory_number,unknown,,La Charité chrétienne,musée des Beaux-Arts,Guido Reni,Q120685546,,,,,,,inventory_match;institution_match,auto,2026-07-29,
07430004969,a_verifier,inventory_number,unknown,,La Charité chrétienne,musée des Beaux-Arts,Guido Reni,Q138415185,,,,,,,inventory_match;institution_match,auto,2026-07-29,
07430004969,a_verifier,inventory_number,unknown,,La Charité chrétienne,musée des Beaux-Arts,Guido Reni,Q138424776,,,,,,,inventory_match;institution_match,auto,2026-07-29,
07430004969,a_verifier,inventory_number,unknown,,La Charité chrétienne,musée des Beaux-Arts,Guido Reni,Q120673883,,,,,,,inventory_match;institution_match,auto,2026-07-29,
07430004969,a_verifier,inventory_number,unknown,,La Charité chrétienne,musée des Beaux-Arts,Guido Reni,Q59518321,,,,,,,inventory_match;institution_match,auto,2026-07-29,
07430004969,a_verifier,inventory_number,open,Public domain,La Charité chrétienne,musée des Beaux-Arts,Guido Reni,Q115059147,Jean Jalabert - Odalisque.jpg,https://commons.wikimedia.org/wiki/File:Jean_Jalabert_-_Odalisque.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/Jean_Jalabert_-_Odalisque.jpg,"Own work , Tylwyth Eldar , 2022-08-19 16:30:50",Jean Jalabert,,inventory_match;institution_match,auto,2026-07-29,
07430005048,a_verifier,inventory_number,unknown,,Paysage animé,musée des Beaux-Arts,Salvator Rosa,Q138416340,,,,,,,inventory_match;institution_match,auto,2026-07-29,
07430005048,a_verifier,inventory_number,unknown,,Paysage animé,musée des Beaux-Arts,Salvator Rosa,Q59510986,,,,,,,inventory_match;institution_match,auto,2026-07-29,
07430005048,a_verifier,inventory_number,open,Public domain,Paysage animé,musée des Beaux-Arts,Salvator Rosa,Q21614591,Peter Paul Rubens - Christus aan het kruis - 313 - Royal Museum of Fine Arts Antwerp.tiff,https://commons.wikimedia.org/wiki/File:Peter_Paul_Rubens_-_Christus_aan_het_kruis_-_313_-_Royal_Museum_of_Fine_Arts_Antwerp.tiff,https://upload.wikimedia.org/wikipedia/commons/6/60/Peter_Paul_Rubens_-_Christus_aan_het_kruis_-_313_-_Royal_Museum_of_Fine_Arts_Antwerp.tiff,Royal Museum of Fine Arts Antwerp,Peter Paul Rubens,,inventory_match;institution_match,auto,2026-07-29,
07430005048,a_verifier,inventory_number,open,CC BY-SA 4.0,Paysage animé,musée des Beaux-Arts,Salvator Rosa,Q106729701,Beaux-Arts de Carcassonne - Bord de la mer à Bandol - Raphaël Ponson.jpg,https://commons.wikimedia.org/wiki/File:Beaux-Arts_de_Carcassonne_-_Bord_de_la_mer_%C3%A0_Bandol_-_Rapha%C3%ABl_Ponson.jpg,https://upload.wikimedia.org/wikipedia/commons/5/50/Beaux-Arts_de_Carcassonne_-_Bord_de_la_mer_%C3%A0_Bandol_-_Rapha%C3%ABl_Ponson.jpg,Own work,Didier Descouens,https://creativecommons.org/licenses/by-sa/4.0,inventory_match;institution_match,auto,2026-07-29,
07430005048,a_verifier,inventory_number,unknown,,Paysage animé,musée des Beaux-Arts,Salvator Rosa,Q120674883,,,,,,,inventory_match;institution_match,auto,2026-07-29,
07430005116,a_verifier,inventory_number,open,CC BY 4.0,L'Ange gardien,musée des Beaux-Arts,Carlo Maratti,Q120684969,"Bertholet Flémal - La Conversion de saint Paul (esquisse, 1670, 58 x 45 cm).jpg","https://commons.wikimedia.org/wiki/File:Bertholet_Fl%C3%A9mal_-_La_Conversion_de_saint_Paul_(esquisse,_1670,_58_x_45_cm).jpg",https://upload.wikimedia.org/wikipedia/commons/d/d4/Bertholet_Fl%C3%A9mal_-_La_Conversion_de_saint_Paul_%28esquisse%2C_1670%2C_58_x_45_cm%29.jpg,https://balat.kikirpa.be/object/10044099,Bertholet Flémal,https://creativecommons.org/licenses/by/4.0,inventory_match;institution_match,auto,2026-07-29,
07430005116,a_verifier,inventory_number,unknown,,L'Ange gardien,musée des Beaux-Arts,Carlo Maratti,Q120685796,,,,,,,inventory_match;institution_match,auto,2026-07-29,
07430005116,a_verifier,inventory_number,unknown,,L'Ange gardien,musée des Beaux-Arts,Carlo Maratti,Q120674715,,,,,,,inventory_match;institution_match,auto,2026-07-29,
07430005144,a_verifier,inventory_number,unknown,,Paysage. Soldats dans un ravin,musée des Beaux-Arts,Salvator Rosa,Q116296346,,,,,,,inventory_match;institution_match,auto,2026-07-29,
07430005144,a_verifier,inventory_number,unknown,,Paysage. Soldats dans un ravin,musée des Beaux-Arts,Salvator Rosa,Q59505813,,,,,,,inventory_match;institution_match,auto,2026-07-29,
07430005144,a_verifier,inventory_number,open,Public domain,Paysage. Soldats dans un ravin,musée des Beaux-Arts,Salvator Rosa,Q106432784,Willem van de Velde de Jonge - Marine.jpg,https://commons.wikimedia.org/wiki/File:Willem_van_de_Velde_de_Jonge_-_Marine.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/Willem_van_de_Velde_de_Jonge_-_Marine.jpg,Joconde database : entry 00190023068,Willem van de Velde the Younger,,inventory_match;institution_match,auto,2026-07-29,
