reference,statut,licence,credit,raison,artistes,musee,ville,titre,presence_image,artiste_sous_droits,image,notice_pop,http,verifie_le
50350145109,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée du Louvre,Paris,"Deux putti : l'un de dos, avançant vers la droite, l'autre, de face",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350145109/d0145109-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350145109,200,2026-07-29
50350145111,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Luca Cambiaso,musée du Louvre,Paris,Personnages lançant des pierres vers la gauche,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350145111/d0145111-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350145111,200,2026-07-29
50350145113,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Luca Cambiaso,musée du Louvre,Paris,"Vierge debout, tenant l'Enfant Jésus, entourée d'angelots",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350145113/d0145113-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350145113,200,2026-07-29
50350145133,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Le Guerchin,musée du Louvre,Paris,Le reniement de saint Pierre,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350145133/d0145133-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350145133,200,2026-07-29
50350145142,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Luca Cambiaso,musée du Louvre,Paris,Adoration des bergers,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350145142/d0145142-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350145142,200,2026-07-29
50350145323,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Greuze,musée du Louvre,Paris,"Etudes de têtes d'hommes et de femmes, d'après la colonne trajanne",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350145323/d0145323-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350145323,200,2026-07-29
50350145607,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Le Primatice,musée du Louvre,Paris,Enlèvement de Prosperpine par Pluton,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350145607/d0145607-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350145607,200,2026-07-29
50350145955,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Véronèse,musée du Louvre,Paris,Façade de palais à un étage avec porte centrale à fronton,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350145955/d0145955-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350145955,200,2026-07-29
50350200021,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Giorgio Vasari,musée du Louvre,Paris,"La Vierge, l'Enfant Jésus, sainte Lucie et sainte Catherine",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200021/d0200021-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200021,200,2026-07-29
50350200030,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Federico Zuccaro,musée du Louvre,Paris,Jésus dans le Temple au milieu des docteurs,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200030/d0200030-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200030,200,2026-07-29
50350200062,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Polidoro Caldara,musée du Louvre,Paris,Jésus et le tentateur,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200062/d0200062-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200062,200,2026-07-29
50350200077,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Federico Barocci,musée du Louvre,Paris,Un ange présentant le calice à Jésus au Jardin des oliviers,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200077/d0200077-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200077,200,2026-07-29
50350200081,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Polidoro Caldara,musée du Louvre,Paris,"Le Christ priant au jardin des Oliviers, est reconforté par un ange",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200081/d0200081-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200081,200,2026-07-29
50350200085,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Baccio Bandinelli,musée du Louvre,Paris,Christ à la colonne,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200085/d0200085-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200085,200,2026-07-29
50350200108,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Jules Romain,musée du Louvre,Paris,Lamentation sur le Christ mort,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200108/d0200108-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200108,200,2026-07-29
50350200114,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée du Louvre,Paris,Pietà,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200114/d0200114-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200114,200,2026-07-29
50350200174,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée du Louvre,Paris,Saint Pierre,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200174/d0200174-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200174,200,2026-07-29
50350200180,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée du Louvre,Paris,Saint Paul debout tenant un livre et une épée,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200180/d0200180-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200180,200,2026-07-29
50350200195,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Polidoro Caldara,musée du Louvre,Paris,"Saint André, portant un livre et sa croix, accompagné de deux anges",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200195/d0200195-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200195,200,2026-07-29
50350200215,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Domenico Campagnola,musée du Louvre,Paris,"Saint Marc assis sur des nuages, appuyé sur un lion",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200215/d0200215-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200215,200,2026-07-29
50350200216,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée du Louvre,Paris,Saint Marc Evangéliste assis,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200216/d0200216-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200216,200,2026-07-29
50350200335,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée du Louvre,Paris,Cérès à la recherche de Proserpine,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200335/d0200335-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200335,200,2026-07-29
50350200344,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée du Louvre,Paris,L'Amour,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200344/d0200344-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200344,200,2026-07-29
50350200355,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Jules Romain,musée du Louvre,Paris,"Apollon assis, tenant sa lyre à côté de lui",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200355/d0200355-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200355,200,2026-07-29
50350200356,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Jules Romain,musée du Louvre,Paris,"Apollon nu, assis tenant sa lyre",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200356/d0200356-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200356,200,2026-07-29
50350200358,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée du Louvre,Paris,Apollon tuant le serpent Python,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200358/d0200358-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200358,200,2026-07-29
50350200379,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Véronèse,musée du Louvre,Paris,"Minerve debout, tenant un bouclier ; reprise (?) de la tête",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200379/d0200379-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200379,200,2026-07-29
50350200383,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée du Louvre,Paris,Diane lançant des flèches sur les filles de Niobé,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200383/d0200383-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200383,200,2026-07-29
50350200387,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée du Louvre,Paris,Triomphe de Bacchus,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200387/d0200387-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200387,200,2026-07-29
50350200405,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée du Louvre,Paris,L'Amour et Psyché,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200405/d0200405-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200405,200,2026-07-29
50350200467,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Léonard de Vinci,musée du Louvre,Paris,Deux hommes combattant un dragon ailé,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200467/d0200467-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200467,200,2026-07-29
50350200468,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Léonard de Vinci,musée du Louvre,Paris,Enée descendant aux enfers,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200468/d0200468-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200468,200,2026-07-29
50350200508,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Polidoro Caldara,musée du Louvre,Paris,Trois études de putti,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200508/d0200508-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200508,200,2026-07-29
50350200557,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Federico Zuccaro,musée du Louvre,Paris,"Femme en présence de deux bossus, et des convives attablés, à côté",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200557/d0200557-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200557,200,2026-07-29
50350200561,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Michel-Ange,musée du Louvre,Paris,Prisonniers conduit devant un roi,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200561/d0200561-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200561,200,2026-07-29
50350200580,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Le Primatice,musée du Louvre,Paris,Trois hommes tirant une barque où se trouve un autre homme,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200580/d0200580-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200580,200,2026-07-29
50350200581,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée du Louvre,Paris,Une figure assise devant une statue et tenant un vase,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200581/d0200581-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200581,200,2026-07-29
50350200584,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée du Louvre,Paris,L'Arithmétique,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200584/d0200584-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200584,200,2026-07-29
50350200585,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée du Louvre,Paris,La Théologie,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200585/d0200585-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200585,200,2026-07-29
50350200586,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée du Louvre,Paris,La Musique,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200586/d0200586-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200586,200,2026-07-29
50350200587,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée du Louvre,Paris,La Philosophie ?,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200587/d0200587-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200587,200,2026-07-29
50350200588,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée du Louvre,Paris,La Grammaire ?,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200588/d0200588-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200588,200,2026-07-29
50350200589,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée du Louvre,Paris,L'Architecture ?,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200589/d0200589-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200589,200,2026-07-29
50350200692,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Raphaël,musée du Louvre,Paris,"Jeune homme à cheval, allant vers la droite",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200692/d0200692-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200692,200,2026-07-29
50350200706,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Polidoro Caldara,musée du Louvre,Paris,Scène de sacrifice : foule nombreuse autour d'une figure nue sur un autel,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200706/d0200706-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200706,200,2026-07-29
50350200711,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée du Louvre,Paris,Diverses études dont un soldat arrachant un enfant à une femme,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200711/d0200711-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200711,200,2026-07-29
50350200712,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée du Louvre,Paris,Etude de chasseurs et guerriers,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200712/d0200712-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200712,200,2026-07-29
50350200713,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée du Louvre,Paris,"Etude de trois groupes : soldats, musiciens et sages",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200713/d0200713-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200713,200,2026-07-29
50350200714,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée du Louvre,Paris,Etude de guerriers et de femmes,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200714/d0200714-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200714,200,2026-07-29
50350200716,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Polidoro Caldara,musée du Louvre,Paris,Trois figures dont un enfant,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200716/d0200716-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200716,200,2026-07-29
50350200717,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Polidoro Caldara,musée du Louvre,Paris,Etudes pour un homme attaché à une colonne : saint Sébastien (?),oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200717/d0200717-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200717,200,2026-07-29
50350200720,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Andrea del Sarto,musée du Louvre,Paris,"Enfant nu, courant, les bras ouverts : un ange (?)",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200720/d0200720-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200720,200,2026-07-29
50350200779,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Jules Romain,musée du Louvre,Paris,Femme assise donnant le sein à un enfant,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200779/d0200779-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200779,200,2026-07-29
50350200801,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Le Parmesan,musée du Louvre,Paris,Une femme peignant une autre femme,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200801/d0200801-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200801,200,2026-07-29
50350200817,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Baccio Bandinelli,musée du Louvre,Paris,"Femme nue assise, accoudée sur le bras droit",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200817/d0200817-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200817,200,2026-07-29
50350200823,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Giorgio Vasari,musée du Louvre,Paris,"Figure assise, tenant un objet de la main droite",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200823/d0200823-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200823,200,2026-07-29
50350200829,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Léonard de Vinci,musée du Louvre,Paris,Etude d'un groupe d'hommes nus combattant,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200829/d0200829-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200829,200,2026-07-29
50350200830,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Léonard de Vinci,musée du Louvre,Paris,Deux hommes nus combattant,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200830/d0200830-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200830,200,2026-07-29
50350200897,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Andrea del Sarto,musée du Louvre,Paris,"Quatre hommes barbus, de profil, sur des degrés, et femme de face",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200897/d0200897-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200897,200,2026-07-29
50350200898,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Le Parmesan,musée du Louvre,Paris,"Homme nu, debout, semblant soutenir quelque chose",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200898/d0200898-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200898,200,2026-07-29
50350200913,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Michel-Ange,musée du Louvre,Paris,Deux études de crucifiés,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200913/d0200913-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200913,200,2026-07-29
50350200953,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Léonard de Vinci,musée du Louvre,Paris,Etude d'un groupe de trois guerriers debout,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200953/d0200953-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200953,200,2026-07-29
50350200954,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Léonard de Vinci,musée du Louvre,Paris,"Scène avec trois personnages, et une tête de chien",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200954/d0200954-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200954,200,2026-07-29
50350200969,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Léonard de Vinci,musée du Louvre,Paris,Etude d'une tête de Bacchus,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200969/d0200969-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200969,200,2026-07-29
50350200980,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Le Primatice,musée du Louvre,Paris,"Tête de femme vue de profil, tournée vers la gauche",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200980/d0200980-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200980,200,2026-07-29
50350200984,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Le Parmesan,musée du Louvre,Paris,"Demi-figure de femme drapée, tournée vers la gauche",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200984/d0200984-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200984,200,2026-07-29
50350200993,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Le Parmesan,musée du Louvre,Paris,"Tête de jeune homme, vue de face",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350200993/d0200993-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350200993,200,2026-07-29
50350201006,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Le Parmesan,musée du Louvre,Paris,"Un buste d'empereur, la têre laurée",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350201006/d0201006-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350201006,200,2026-07-29
50350201014,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Le Parmesan,musée du Louvre,Paris,"Tête de vieillard, tournée vers la droite",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350201014/d0201014-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350201014,200,2026-07-29
50350201015,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Le Parmesan,musée du Louvre,Paris,"Tête de vieillard, tournée vers la gauche, coiffée d'un bonnet",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350201015/d0201015-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350201015,200,2026-07-29
50350201016,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Le Parmesan,musée du Louvre,Paris,"Tête d'homme barbu, les cheveux ébourifffés",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350201016/d0201016-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350201016,200,2026-07-29
50350201017,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Le Parmesan,musée du Louvre,Paris,"Buste de vieillard, de face",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350201017/d0201017-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350201017,200,2026-07-29
50350201035,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Federico Barocci,musée du Louvre,Paris,"Etude de deux pieds, l'un contre l'autre",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350201035/d0201035-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350201035,200,2026-07-29
