reference,statut,licence,credit,raison,artistes,musee,ville,titre,presence_image,artiste_sous_droits,image,notice_pop,http,verifie_le
00000055053,unavailable,,,aucune image sur POP,Rubens,musée des beaux-arts,Rouen,"ALBERT, ARCHIDUC D'AUTRICHE",non,,,https://pop.culture.gouv.fr/notice/joconde/00000055053,,
00000055054,unavailable,,,aucune image sur POP,Rubens,musée des beaux-arts,Rouen,"ISABELLE, FEMME DE L'ARCHIDUC ALBERT D'AUTRICHE",non,,,https://pop.culture.gouv.fr/notice/joconde/00000055054,,
00000055631,unknown,,,crédit photographique absent,Albrecht Dürer,musée Crozatier,Le Puy-en-Velay,UN FAUCONNIER ; PAYSAN AU COQ,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000055631/847.6.jpg,https://pop.culture.gouv.fr/notice/joconde/00000055631,200,2026-07-29
00000055635,unknown,,,crédit photographique absent,Simon Vouet,musée Crozatier,Le Puy-en-Velay,ASSOMPTION DE LA VIERGE,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000055635/1903.231.jpg,https://pop.culture.gouv.fr/notice/joconde/00000055635,200,2026-07-29
00000055990,unavailable,,,aucune image sur POP,Pierre Mignard,musée des beaux-arts et d’archéologie,Troyes,Portrait d'homme,non,,,https://pop.culture.gouv.fr/notice/joconde/00000055990,,
00000056019,unavailable,,,aucune image sur POP,Hyacinthe Rigaud,musée des beaux-arts et d’archéologie,Troyes,PORTRAIT D'HOMME,non,,,https://pop.culture.gouv.fr/notice/joconde/00000056019,,
00000056500,unknown,,© Carole Loisel ; © Catherine Lancien,crédit sans licence explicite,Laurent de La Hyre,musée des beaux-arts,Rouen,SAINT FRANCOIS CONSOLE PAR LA MUSIQUE DES ANGES,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000056500/SR-115.jpg,https://pop.culture.gouv.fr/notice/joconde/00000056500,200,2026-07-29
00000058247,unavailable,,,aucune image sur POP,Géricault,musée des beaux-arts,Rouen,CHEVAUX DE POSTILLON,non,,,https://pop.culture.gouv.fr/notice/joconde/00000058247,,
00000058402,unknown,,© Carole Loisel ; © Catherine Lancien,crédit sans licence explicite,Nicolas de Largillière,musée des beaux-arts,Rouen,"ETUDE POUR LE PORTRAIT D'UN CHASSEUR ; JOSEPH ET LA FEMME DE PUTIPHAR (ESQUISSE, AU VERSO)",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000058402/975-4-121.jpg,https://pop.culture.gouv.fr/notice/joconde/00000058402,200,2026-07-29
00000058404,unknown,,© Carole Loisel ; © Catherine Lancien,crédit sans licence explicite,Charles Le Brun,musée des beaux-arts,Rouen,PORTRAIT D'HOMME EN COSTUME DE L'ORDRE DU SAINT-ESPRIT ; DIT AUSSI PORTRAIT D'HOMME EN CHAPEAU A PLUME,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000058404/975-4-50.jpg,https://pop.culture.gouv.fr/notice/joconde/00000058404,200,2026-07-29
00000058405,unknown,,© Carole Loisel ; © Catherine Lancien,crédit sans licence explicite,Charles Le Brun,musée des beaux-arts,Rouen,SAINTE GENEVIEVE DEVANT PARIS,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000058405/975-4-45.jpg,https://pop.culture.gouv.fr/notice/joconde/00000058405,200,2026-07-29
00000058429,unavailable,,,aucune image sur POP,Rembrandt,musée des beaux-arts,Rouen,TETE D'HOMME,non,,,https://pop.culture.gouv.fr/notice/joconde/00000058429,,
00000059455,unavailable,,,aucune image sur POP,Géricault,musée des beaux-arts,Rouen,SCENE DE DELUGE,non,,,https://pop.culture.gouv.fr/notice/joconde/00000059455,,
00000059456,unavailable,,,aucune image sur POP,Géricault,musée des beaux-arts,Rouen,ACADEMIE D'HOMME VU DE DOS,non,,,https://pop.culture.gouv.fr/notice/joconde/00000059456,,
00000059457,unavailable,,,aucune image sur POP,Géricault,musée des beaux-arts,Rouen,ACADEMIE D'HOMME VU DE PROFIL LE POING GAUCHE FERME,non,,,https://pop.culture.gouv.fr/notice/joconde/00000059457,,
00000059458,unavailable,,,aucune image sur POP,Géricault,musée des beaux-arts,Rouen,PORTRAIT D'ITALIENNE EN FICHU,non,,,https://pop.culture.gouv.fr/notice/joconde/00000059458,,
00000059459,unavailable,,,aucune image sur POP,Géricault,musée des beaux-arts,Rouen,PORTRAIT D'HOMME,non,,,https://pop.culture.gouv.fr/notice/joconde/00000059459,,
00000059460,unavailable,,,aucune image sur POP,Géricault,musée des beaux-arts,Rouen,PETIT CHAT ENDORMI,non,,,https://pop.culture.gouv.fr/notice/joconde/00000059460,,
00000060285,restricted,,© René-Gabriel Ojéda ; © Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,François Clouet,musée national du château de Pau,Pau,Portrait d'Antoine de Bourbon (portrait présumé),oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000060285/96-020571.jpg,https://pop.culture.gouv.fr/notice/joconde/00000060285,200,2026-07-29
00000060545,unavailable,,,aucune image sur POP,Raphaël,musée de la Chartreuse,Douai,LA VIERGE A L'ENFANT ET LE BAPTISTE,non,,,https://pop.culture.gouv.fr/notice/joconde/00000060545,,
00000060644,unavailable,,,aucune image sur POP,Raphaël,musée de la Chartreuse,Douai,L'OPULENCE,non,,,https://pop.culture.gouv.fr/notice/joconde/00000060644,,
00000060663,unavailable,,,aucune image sur POP,Giorgio Vasari,musée de la Chartreuse,Douai,MARIE-MADELEINE,non,,,https://pop.culture.gouv.fr/notice/joconde/00000060663,,
00000060664,unavailable,,,aucune image sur POP,Giorgio Vasari,musée de la Chartreuse,Douai,VIERGE DE L'ANNONCIATION,non,,,https://pop.culture.gouv.fr/notice/joconde/00000060664,,
00000060665,unavailable,,,aucune image sur POP,Giorgio Vasari,musée de la Chartreuse,Douai,ANGE DE L'ANNONCIATION,non,,,https://pop.culture.gouv.fr/notice/joconde/00000060665,,
00000060666,unavailable,,,aucune image sur POP,Giorgio Vasari,musée de la Chartreuse,Douai,CINQ ANGES,non,,,https://pop.culture.gouv.fr/notice/joconde/00000060666,,
00000060667,unavailable,,,aucune image sur POP,Giorgio Vasari,musée de la Chartreuse,Douai,CINQ ANGES,non,,,https://pop.culture.gouv.fr/notice/joconde/00000060667,,
00000060673,unavailable,,,aucune image sur POP,Léonard de Vinci,musée de la Chartreuse,Douai,L'ENFANT JESUS ET LE BAPTISTE,non,,,https://pop.culture.gouv.fr/notice/joconde/00000060673,,
00000060707,unavailable,,,aucune image sur POP,Raphaël,musée de la Chartreuse,Douai,LE JOUG DE LA VOLUPTE,non,,,https://pop.culture.gouv.fr/notice/joconde/00000060707,,
00000060723,unavailable,,,aucune image sur POP,Boucher,musée de la Chartreuse,Douai,PETIT DENICHEUR D'OISEAUX,non,,,https://pop.culture.gouv.fr/notice/joconde/00000060723,,
00000060728,unavailable,,,aucune image sur POP,Le Corrège,musée de la Chartreuse,Douai,VIERGE A L'ENFANT ET SAINT JEROME,non,,,https://pop.culture.gouv.fr/notice/joconde/00000060728,,
00000060729,unavailable,,,aucune image sur POP,Annibale Carracci,musée de la Chartreuse,Douai,ADAM ET EVE APRES LA CHUTE,non,,,https://pop.culture.gouv.fr/notice/joconde/00000060729,,
00000060735,unavailable,,,aucune image sur POP,Raphaël,musée de la Chartreuse,Douai,LA VIERGE A LA CHAISE,non,,,https://pop.culture.gouv.fr/notice/joconde/00000060735,,
00000060736,unavailable,,,aucune image sur POP,Federico Barocci,musée de la Chartreuse,Douai,L'ADORATION DES BERGERS,non,,,https://pop.culture.gouv.fr/notice/joconde/00000060736,,
00000061523,unknown,,© C2RMF,crédit sans licence explicite,François Clouet,musée des beaux-arts et galerie David-d'Angers,Angers,PORTRAIT DE CATHERINE DE MEDICIS,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000061523/33159.jpg,https://pop.culture.gouv.fr/notice/joconde/00000061523,200,2026-07-29
00000061524,unknown,,© C2RMF,crédit sans licence explicite,François Clouet,musée des beaux-arts et galerie David-d'Angers,Angers,PORTRAIT DE CHARLES IX,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000061524/33156.jpg,https://pop.culture.gouv.fr/notice/joconde/00000061524,200,2026-07-29
00000062755,unavailable,,,aucune image sur POP,Rembrandt,musée des beaux-arts,Quimper,SAINT MATHIEU ET L'ANGE,non,,,https://pop.culture.gouv.fr/notice/joconde/00000062755,,
00000062773,unavailable,,,aucune image sur POP,Rembrandt,musée des beaux-arts,Quimper,TETE DE JUIF,non,,,https://pop.culture.gouv.fr/notice/joconde/00000062773,,
00000062774,unavailable,,,aucune image sur POP,Rembrandt,musée des beaux-arts,Quimper,UN PHILOSOPHE LISANT,non,,,https://pop.culture.gouv.fr/notice/joconde/00000062774,,
00000062775,unavailable,,,aucune image sur POP,Rembrandt,musée des beaux-arts,Quimper,TETE D'HOMME,non,,,https://pop.culture.gouv.fr/notice/joconde/00000062775,,
00000062776,unavailable,,,aucune image sur POP,Rembrandt,musée des beaux-arts,Quimper,VIEILLE FEMME LISANT,non,,,https://pop.culture.gouv.fr/notice/joconde/00000062776,,
00000062803,unavailable,,,aucune image sur POP,Rubens,musée des beaux-arts,Quimper,ETUDE D'UN SUJET ALLEGORIQUE,non,,,https://pop.culture.gouv.fr/notice/joconde/00000062803,,
00000062821,unavailable,,,aucune image sur POP,Van Dyck,musée des beaux-arts,Quimper,TETE D'HOMME DU TEMPS DE HENRI III,non,,,https://pop.culture.gouv.fr/notice/joconde/00000062821,,
00000062905,unavailable,,,aucune image sur POP,Van Dyck,musée des beaux-arts,Quimper,BUSTE DE FEMME,non,,,https://pop.culture.gouv.fr/notice/joconde/00000062905,,
00000062908,unavailable,,,aucune image sur POP,Van Dyck,musée des beaux-arts,Quimper,UNE MAIN,non,,,https://pop.culture.gouv.fr/notice/joconde/00000062908,,
00000062914,unavailable,,,aucune image sur POP,Paul Bril,musée des beaux-arts,Quimper,LA VIERGE ET L'ENFANT DANS UN NUAGE,non,,,https://pop.culture.gouv.fr/notice/joconde/00000062914,,
00000062933,unavailable,,,aucune image sur POP,David Téniers,musée des beaux-arts,Quimper,PAYSAGE AVEC FIGURES,non,,,https://pop.culture.gouv.fr/notice/joconde/00000062933,,
00000065942,unavailable,,,aucune image sur POP,Louis Léopold Boilly,musée du Vieux-Château,Laval,PORTRAIT DE FEMME,non,,,https://pop.culture.gouv.fr/notice/joconde/00000065942,,
00000065943,unavailable,,,aucune image sur POP,Louis Léopold Boilly,musée du Vieux-Château,Laval,PORTRAIT DE FEMME,non,,,https://pop.culture.gouv.fr/notice/joconde/00000065943,,
00000068495,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation ; © René-Gabriel Ojéda,mention restrictive : utilisation soumise a autorisation,Luca Cambiaso,musée national Magnin,Dijon,LE MARIAGE MYSTIQUE DE SAINTE CATHERINE,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000068495/99-020653.jpg,https://pop.culture.gouv.fr/notice/joconde/00000068495,200,2026-07-29
00000068532,unavailable,,,aucune image sur POP,Perino del Vaga,musée national Magnin,Dijon,Trois femmes drapées à l'antique sous un palmier,non,,,https://pop.culture.gouv.fr/notice/joconde/00000068532,,
00000068533,unavailable,,,aucune image sur POP,Perino del Vaga,musée national Magnin,Dijon,Mariage mystique de sainte Catherine ; génie volant porteur d'une colonne,non,,,https://pop.culture.gouv.fr/notice/joconde/00000068533,,
00000068540,unavailable,,,aucune image sur POP,Jules Romain,musée national Magnin,Dijon,Homme portant un enfant et femme assise sur une barque,non,,,https://pop.culture.gouv.fr/notice/joconde/00000068540,,
00000068542,unavailable,,,aucune image sur POP,Le Guerchin,musée national Magnin,Dijon,Paysage avec trois villageois et un âne,non,,,https://pop.culture.gouv.fr/notice/joconde/00000068542,,
00000068545,unavailable,,,aucune image sur POP,Le Primatice,musée national Magnin,Dijon,Petit génie volant,non,,,https://pop.culture.gouv.fr/notice/joconde/00000068545,,
00000069001,restricted,,© Franck Raux ; © Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Le Guerchin,musée national Magnin,Dijon,L'Ange Gardien protégeant un enfant du démon,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000069001/00-005632.jpg,https://pop.culture.gouv.fr/notice/joconde/00000069001,200,2026-07-29
00000069056,restricted,,© Thierry Le Mage ; © Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Carlo Maratti,musée national Magnin,Dijon,La Vierge lisant entourée d'anges,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000069056/06-506533.jpg,https://pop.culture.gouv.fr/notice/joconde/00000069056,200,2026-07-29
00000069088,restricted,,© Thierry Le Mage ; © Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Salvator Rosa,musée national Magnin,Dijon,Paysage avec soldats au bord d'un lac dans un site montagneux,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000069088/03-002411.jpg,https://pop.culture.gouv.fr/notice/joconde/00000069088,200,2026-07-29
00000074301,unavailable,,,aucune image sur POP,Géricault,musée Goya,Castres,JOCKEY AVEC DEUX CHEVAUX,non,,,https://pop.culture.gouv.fr/notice/joconde/00000074301,,
00000074353,unavailable,,,aucune image sur POP,Greuze,musée Goya,Castres,PORTRAIT D'ENFANT,non,,,https://pop.culture.gouv.fr/notice/joconde/00000074353,,
00000074354,unavailable,,,aucune image sur POP,Greuze,musée Goya,Castres,TETE DE VIEILLARD,non,,,https://pop.culture.gouv.fr/notice/joconde/00000074354,,
00000074374,unknown,,"© Castres, musée Goya",crédit sans licence explicite,Luca Giordano,musée Goya,Castres,HERCULE AU REPOS,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000074374/D-57-6-1.jpg,https://pop.culture.gouv.fr/notice/joconde/00000074374,200,2026-07-29
00000074410,unavailable,,,aucune image sur POP,Simon Vouet,musée Goya,Castres,LA JOAILLERIE,non,,,https://pop.culture.gouv.fr/notice/joconde/00000074410,,
00000074411,unavailable,,,aucune image sur POP,Simon Vouet,musée Goya,Castres,LA GRAVURE,non,,,https://pop.culture.gouv.fr/notice/joconde/00000074411,,
00000075259,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation © Adélaïde Beaudoin,mention restrictive : utilisation soumise a autorisation,Sébastien Bourdon,musée des beaux-arts,Rennes,Scène rustique,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000075259/05-513422.jpg,https://pop.culture.gouv.fr/notice/joconde/00000075259,200,2026-07-29
00000075395,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,Greuze,musée des beaux-arts,Rennes,JEUNE FILLE AU RUBAN BLEU,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000075395/D-1934-1-3.jpg,https://pop.culture.gouv.fr/notice/joconde/00000075395,200,2026-07-29
00000075396,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation © Adélaïde Beaudoin,mention restrictive : utilisation soumise a autorisation,Greuze,musée des beaux-arts,Rennes,TETE DE JEUNE FILLE,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000075396/06-524331.jpg,https://pop.culture.gouv.fr/notice/joconde/00000075396,200,2026-07-29
00000075735,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,Van Dyck,musée des beaux-arts,Rennes,"SAINTE AGATHE, MARTYRE",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000075735/794-4-2.jpg,https://pop.culture.gouv.fr/notice/joconde/00000075735,200,2026-07-29
00000075736,unknown,,© C2RMF,crédit sans licence explicite,Van Dyck,musée des beaux-arts,Rennes,"SAINT SEBASTIEN, MARTYRE",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000075736/dc25572.jpg,https://pop.culture.gouv.fr/notice/joconde/00000075736,200,2026-07-29
00000077064,unknown,,© musée de la Roche-sur-Yon,crédit sans licence explicite,Joseph Vernet,musée municipal,La Roche-sur-Yon,GENTILHOMME,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077064/912-4-18-1.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077064,200,2026-07-29
00000077065,unknown,,© musée de la Roche-sur-Yon,crédit sans licence explicite,Joseph Vernet,musée municipal,La Roche-sur-Yon,DEUX HOMMES ASSIS,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077065/912-4-18-2.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077065,200,2026-07-29
00000077096,unknown,,© musée de la Roche-sur-Yon,crédit sans licence explicite,Bouchardon,musée municipal,La Roche-sur-Yon,La Madone aux pèlerins ; L'adoration des Bergers (titre ancien),oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077096/912.4.22.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077096,200,2026-07-29
00000077133,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,François Clouet,musée Condé,Chantilly,"JEANNE D'ALBRET, REINE DE NAVARRE",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077133/02DE4510.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077133,200,2026-07-29
00000077134,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation ; © René Gabriel Ojéda,mention restrictive : utilisation soumise a autorisation,François Clouet,musée Condé,Chantilly,"CHARLES IX, ROI DE FRANCE",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077134/M505203_06-507658_P.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077134,200,2026-07-29
00000077135,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation ; © René Gabriel Ojéda,mention restrictive : utilisation soumise a autorisation,François Clouet,musée Condé,Chantilly,"CHARLES IX, ROI DE FRANCE",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077135/M505203_06-510676_P.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077135,200,2026-07-29
00000077136,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation ; © René Gabriel Ojéda,mention restrictive : utilisation soumise a autorisation,François Clouet,musée Condé,Chantilly,"ELISABETH D'AUTRICHE, REINE DE FRANCE",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077136/M505203_06-510670_P.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077136,200,2026-07-29
00000077137,restricted,,© Harry Bréjat ; Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,François Clouet,musée Condé,Chantilly,"ODET DE COLIGNY, CARDINAL DE CHATILLON",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077137/00DE1108_p.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077137,200,2026-07-29
00000077152,restricted,,© René-Gabriel Ojéda ; Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Corneille de Lyon,musée Condé,Chantilly,PORTRAIT PRESUME DE GABRIELLE DE ROCHECHOUART ; DIT AUTREFOIS PORTRAIT DE MARGUERITE DE FRANCE,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077152/06-510660.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077152,200,2026-07-29
00000077153,unknown,,© Mélanie Demarle,crédit sans licence explicite,Corneille de Lyon,musée Condé,Chantilly,"MARGUERITE DE FRANCE, DUCHESSE DE BERRY, FUTURE DUCHESSE DE SAVOIE",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077153/PE-245-photoMD.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077153,200,2026-07-29
00000077154,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation ; © René Gabriel Ojéda,mention restrictive : utilisation soumise a autorisation,Corneille de Lyon,musée Condé,Chantilly,CATHERINE DE MEDICIS,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077154/M505203_06-510662_P.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077154,200,2026-07-29
00000077155,unknown,,RMN-Grand Palais ; René-Gabriel Ojéda,crédit sans licence explicite,Corneille de Lyon,musée Condé,Chantilly,"PORTRAIT PRESUME D'HERCULE FRANCOIS DE FRANCE, DUC D'ALENCON",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077155/06-507655.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077155,200,2026-07-29
00000077156,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation © René-Gabriel Ojéda,mention restrictive : utilisation soumise a autorisation,Corneille de Lyon,musée Condé,Chantilly,PORTRAIT D'INCONNU,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077156/06-510663.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077156,200,2026-07-29
00000077157,unknown,,RMN-Grand Palais ; René-Gabriel Ojéda,crédit sans licence explicite,Corneille de Lyon,musée Condé,Chantilly,"PORTRAIT PRESUME DE GABRIELLE DE ROCHECHOUART, DAME DE LANSAC",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077157/06-510661.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077157,200,2026-07-29
00000077173,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation ; © René Gabriel Ojéda,mention restrictive : utilisation soumise a autorisation,François Clouet,musée Condé,Chantilly,"HENRI II, ROI DE FRANCE",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077173/M505203_05-532334_P.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077173,200,2026-07-29
00000077178,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation © René-Gabriel Ojéda,mention restrictive : utilisation soumise a autorisation,François Clouet,musée Condé,Chantilly,GENTILHOMME DE LA SECONDE MOITIE DU XVIE SIECLE,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077178/06-510692.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077178,200,2026-07-29
00000077218,unknown,,RMN-Grand Palais,crédit sans licence explicite,Nicolas de Largillière,musée Condé,Chantilly,PORTRAIT PRESUME DE CHARLES PARIS D'ORLEANS DUC DE LONGUEVILLE ET D'ESTOUVILLE,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077218/11-505754.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077218,200,2026-07-29
00000077222,unknown,,© Mélanie Demarle,crédit sans licence explicite,Nicolas de Largillière,musée Condé,Chantilly,UN CHEVALIER DE L'ORDRE DE SAINT MICHEL,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077222/PE-334-photoMD.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077222,200,2026-07-29
00000077245,restricted,,© Thierry Ollivier ; Réunion des musées nationaux (Domaine de Chantilly) - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Pierre Mignard,musée Condé,Chantilly,Dame inconnue,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077245/11-505748.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077245,200,2026-07-29
00000077264,unknown,,© Mélanie Demarle,crédit sans licence explicite,Hyacinthe Rigaud,musée Condé,Chantilly,PORTRAIT D'HOMME,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077264/PE-338-photoMD.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077264,200,2026-07-29
00000077305,restricted,,© Harry Bréjat ; Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Botticelli,musée Condé,Chantilly,L'AUTOMNE OU ALLEGORIE CONTRE L'ABUS DU VIN,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077305/00-006970.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077305,200,2026-07-29
00000077319,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Titien,musée Condé,Chantilly,ECCE HOMO,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077319/00DE7618.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077319,200,2026-07-29
00000077328,restricted,,© Bridgeman Giraudon - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Raphaël,musée Condé,Chantilly,FRAGMENT POUR UNE DES TAPISSERIES DU VATICAN,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077328/PE-40-A.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077328,200,2026-07-29
00000077329,restricted,,© Bridgeman Giraudon - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Raphaël,musée Condé,Chantilly,FRAGMENT POUR UNE DES TAPISSERIES DU VATICAN,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077329/PE-40-B.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077329,200,2026-07-29
00000077330,restricted,,© Bridgeman Giraudon - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Raphaël,musée Condé,Chantilly,FRAGMENT POUR UNE DES TAPISSERIES DU VATICAN,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077330/PE-40-C.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077330,200,2026-07-29
00000077334,restricted,,© Bridgeman Giraudon - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Perino del Vaga,musée Condé,Chantilly,LA SAINTE FAMILLE,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077334/PE44.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077334,200,2026-07-29
00000077344,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation ; © Franck Raux,mention restrictive : utilisation soumise a autorisation,Véronèse,musée Condé,Chantilly,MARS ET VENUS,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077344/M505203_09-534067_P.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077344,200,2026-07-29
00000077352,restricted,,© R.G. Ojeda ; Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Annibale Carracci,musée Condé,Chantilly,VENUS ENDORMIE AVEC DES AMOURS,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077352/00-004445.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077352,200,2026-07-29
00000077353,unknown,,© musée Condé,crédit sans licence explicite,Annibale Carracci,musée Condé,Chantilly,AMOUR REPANDANT DES FLEURS,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077353/PE-68-RMN05-516746.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077353,200,2026-07-29
