famille,categorie,champ_source,extrait,auteur,precisions_auteur,ancienne_attribution,titre,denomination,domaine,musee,ville,verdict,commentaire,reference,lien_pop
? (point d'interrogation),doute,Auteur,JOHANNOT Tony (?),JOHANNOT Tony (?),"JOHANNOT : Offenbach, 1803 ; Paris, 1852",Le traitement sommaire du visage permet difficilement de se prononcer sur l'attribution à Tony Johannot proposée par les Magnin. Mais l'artiste a en effet représenté à plusieurs reprises des figures féminines - parfois même sur un tertre au bord de l'eau comme ici - dans la pose mélancolique stéréotypée du visage posé sur la main,L'Abandonnée,,dessin,musée national Magnin,Dijon,vrai,,50110001252,https://pop.culture.gouv.fr/notice/joconde/50110001252
? (point d'interrogation),doute,Auteur,"…US II (dit);CAIUS PIUS ESUVIUS TETRICUS (émetteur, ?)","TETRICUS II (dit);CAIUS PIUS ESUVIUS TETRICUS (émetteur, ?)",,,,minimus,archéologie;numismatique;romain,musée municipal,Soissons,vrai,,M0794010400,https://pop.culture.gouv.fr/notice/joconde/M0794010400
? (point d'interrogation),doute,Auteur,"PASSE Crispin I Van de (?, inventeur, graveur, éditeur);PASSE Cri…","PASSE Crispin I Van de (?, inventeur, graveur, éditeur);PASSE Crispin II Van de (?, inventeur, graveur, éditeur)","PASSE ou PASSE DE OUDE Crispin I de : Armenuiden, vers 1565 ; Utrecht, 1637 ; PASSE ou PASSE DE OUDE Crispin II de : Cologne, vers 1593 ; Amsterdam, 1670",,"Jupiter, Junon et Vénus surplombant des combats",,estampe,musée des beaux-arts,Orléans,vrai,,02860008266,https://pop.culture.gouv.fr/notice/joconde/02860008266
? (point d'interrogation),doute,Auteur,Der Balian Sarkis (?-1996),Der Balian Sarkis (?-1996),"Arménie, ? ; Paris, 1996/03/29 ; Arménien d'origine, Sarkis Der Balian, né au début du XXe siècle à Aïtab Cilicie de la petite Arménie, manifeste très tôt son intérêt pour la chaussure. Orphelin à l'âge de sept ans, il est accueilli par un bottier de sa région, sans enfant, qui voit en lui le fils tellement espéré. Petit à petit il le forme au métier tout en lui permettant d'aller à l'école. Il arrive en France le 7 mars 1929 pour exercer son art dans différents ateliers de bottiers parisiens. Vers 1934, il est engagé chez Enzel, bottier rue Saint Honoré, où il dirige une équipe de quarante ouvriers. Le célèbre Charles Ritz administre la maison et admire son travail. Pendant cette période il chausse Marie Curie, l'aviatrice Hélène Boucher, Mistinguett ... Ce sont pour lui de belles années de créations au sein de l'entreprise, complétées par une activité indépendante de modéliste qui lui permet de s'affirmer de manière plus personnelle. Il crée alors des modèles pour Max Bally, les usines Unic-Fenestrier à Romans, celles de Fougères et pour la maison Besson, petite fabrique parisienne de chaussures pour femme. Il assure aussi la mise au point technique de certains modèles réalisés pour les grands couturiers. En 1935, il fait le tour de l'Italie dont il retient la leçon du beau poussé jusqu'à la perfection. Les évènements de 1936 entraînent la fermeture de la maison Enzel. Son parcours le conduit alors à l'angle de la rue Rivoli et de la rue du Renard chez ' Cécile ', maison spécialisée dans la chaussure d'homme, de femme et d'enfant. Il y occupe la fonction de Directeur Technique. Il décline l'invitation de Delman qui lui propose, en 1939, de fabriquer des chaussures aux Etats-Unis. Cet homme attaché à sa patrie d'adoption, la France, s'installe rue de la Sourdière à Paris de 1943 à 1945. Le succès le pousse à déménager en 1947 dans un plus vaste magasin au 221 rue Saint Honoré. Il chausse au cours de sa longue carrière des personnalités aussi diverses que les peintres Salvator Dali, ou Dunoyer de Segonzac, le sculpteur Paul Belmondo, les acteurs Claude Dauphin, Gaby Morlet, Greta Garbo, Laurent Terzieff, le boxeur Georges Carpentier, des artistes comme Henri Salvador, Yehudi Menhin, les écrivains Jean Anouilh, Aragon et Elsa Triolet, l'aviateur Jean Mermoz... Universellement connu, depuis 1930 il reçoit de nombreux prix et les plus hautes récompenses dans toutes les expositions nationales et internationales. Meilleur ouvrier de France en 1958, son mandat de conseiller technique de l'enseignement technique lui est renouvelé cinq fois par le Ministère de l'Education Nationale. Aidé par son épouse et sa fille Astrid, il maintient son activité jusqu'en 1995 et s'éteint le 29 mars 1996. Cependant ce virtuose de la botterie, épris d'absolu, nous interpelle encore, par la contemplation de son uvre conservée et visible, au Musée International de la Chaussure à Romans",,,chaussure (Charles IX),costume - accessoires du costume,musée de la chaussure,Romans,faux,"Le ? porte sur une date de naissance, pas sur l’auteur.",09860003236,https://pop.culture.gouv.fr/notice/joconde/09860003236
? (point d'interrogation),doute,Auteur,P B (?);Eloury-Porquier-Beau (faïencerie),P B (?);Eloury-Porquier-Beau (faïencerie),"Faïencerie quimperoise fondée en 1772 par François Eloury. La fabrique fut dirigée par les familles Eloury, Porquier (fin XVIIIème-XXème) et Porquier-Beau (fin XIXème). 1905 Cessation d'activité. 1913 Achat de la marque Porquier par Henriot. 1968 Fusion de 'La grande Maison' et de Henriot. 1984 Achat par M. Paul Janssens. La marque PB fut utilisée de 1875 à 1905. ;",,,fontaine (d'applique);couvercle,vie domestique;céramique;ethnologie,musée de Bretagne,Rennes,vrai,,02120017403,https://pop.culture.gouv.fr/notice/joconde/02120017403
? (point d'interrogation),doute,Auteur,GARDNER Alexander (?);BRADY STUDIO (?),GARDNER Alexander (?);BRADY STUDIO (?),"Mathew Brady (1823-1896) avait ouvert un studio photographique à New York ; venu d'Ecosse en 1856, Gardner fut l'un des ses photographes",,Armée du Potomac : les généraux de division,tirage photographique,photographie,musée Condé,Chantilly,vrai,,00000105924,https://pop.culture.gouv.fr/notice/joconde/00000105924
? (point d'interrogation),doute,Auteur,NANTEUIL Célestin (?),NANTEUIL Célestin (?),"Rome, 1813 ; Marlotte, 1873",,Sentinelle du 17e siècle,,dessin,musée Hyacinthe Rigaud,Perpignan,vrai,,M0491000932,https://pop.culture.gouv.fr/notice/joconde/M0491000932
? (point d'interrogation),doute,Auteur,"PEINTRE DU LAURION (manière de, ?))","PEINTRE DU LAURION (manière de, ?))",ATTRIBUTION:AMYX,,,aryballe (globulaire),archéologie;grec;céramique,musée d'art et d'archéologie du Pays de Laon,Laon,vrai,,000AG018793,https://pop.culture.gouv.fr/notice/joconde/000AG018793
? (point d'interrogation),doute,Auteur,RENI Guido (?);LE GUIDE (?)),RENI Guido (?);LE GUIDE (?)),"Bologne, 1575 ; Bologne, 1642",,LE RAVISSEMENT DE LA MADELEINE,tableau,peinture,musée des beaux-arts,Bordeaux,vrai,,000PE026177,https://pop.culture.gouv.fr/notice/joconde/000PE026177
? (point d'interrogation),doute,Auteur,COUTON Claudius (?),COUTON Claudius (?),photographe à Vichy et Clermont-Ferrand,,Ecuries : la porte de l'est,tirage photographique;série (élément),photographie,musée Condé,Chantilly,vrai,,00000104168,https://pop.culture.gouv.fr/notice/joconde/00000104168
? (point d'interrogation),doute,Auteur,SANTO CHEMIER (?),SANTO CHEMIER (?),sculpteur à La Ferté-Bernard,,SAINTE CATHERINE,statue,sculpture,musée des beaux-arts et galerie David-d'Angers,Angers,vrai,,000SC004122,https://pop.culture.gouv.fr/notice/joconde/000SC004122
école de,doute,Auteur,VINCI Leonardo da (école),VINCI Leonardo da (école),né en 1452 ; mort en 1519,,Tête de vieillard,,dessin,musée du Louvre,Paris,vrai,,50350003468,https://pop.culture.gouv.fr/notice/joconde/50350003468
école de,doute,Auteur,LE BRUN Charles (école),LE BRUN Charles (école),né en 1619 ; mort en 1690,,"Guerrier demi nu, casqué, assis",,dessin,musée du Louvre,Paris,vrai,,50350208136,https://pop.culture.gouv.fr/notice/joconde/50350208136
école de,doute,Auteur,FACCINI Pietro (école),FACCINI Pietro (école),né en 1562 ; mort en 1602,ancienne attribution : ANONYME ITALIEN fin XVIe s,Marie Madeleine au sépulcre,,dessin,musée du Louvre,Paris,vrai,,50350201522,https://pop.culture.gouv.fr/notice/joconde/50350201522
école de,doute,Auteur,LE BRUN Charles (école),LE BRUN Charles (école),né en 1619 ; mort en 1690,,"Guerrier nu, casqué, courant vers la droite",,dessin,musée du Louvre,Paris,vrai,,50350208150,https://pop.culture.gouv.fr/notice/joconde/50350208150
école de,doute,Auteur,Clouet Jean (148?-1540) (école de),Clouet Jean (148?-1540) (école de),"Bruxelles, vers 1486 ; Paris, 1540",,"Dame inconnue (probablement Diane bâtarde de France, duchesse de Montmorency, puis d'Angoulême et de Châtellerault - attribution de Bouchot)",,dessin,musée Condé,Chantilly,vrai,,00000106903,https://pop.culture.gouv.fr/notice/joconde/00000106903
école de,doute,Auteur,Clouet Jean (148?-1540) (école de),Clouet Jean (148?-1540) (école de),"Bruxelles, vers 1486 ; Paris, 1540",,Claude d'Urfé,,dessin,musée Condé,Chantilly,vrai,,00000106800,https://pop.culture.gouv.fr/notice/joconde/00000106800
école de,doute,Auteur,Rembrandt (École de) (-),Rembrandt (École de) (-),,,Canal avec des chaumières et un bateau (Bartsch 240),estampe originale,estampe;arts graphiques,"Petit Palais, musée des beaux-arts de la ville de Paris",Paris,vrai,,M1111160005907,https://pop.culture.gouv.fr/notice/joconde/M1111160005907
école de,doute,Auteur,…seppe (Il cavaliere) (1621-1705);Italie École de (École italienne) (-),Diamantini Giuseppe (Il cavaliere) (1621-1705);Italie École de (École italienne) (-),,,Didon (Bartsch 34),estampe originale,estampe;arts graphiques,"Petit Palais, musée des beaux-arts de la ville de Paris",Paris,faux,"École géographique ou nationale, et non rattachement de l’œuvre à l’école d’un maître nommé.",M1111160028846,https://pop.culture.gouv.fr/notice/joconde/M1111160028846
école de,doute,Auteur,…nsz Van Rijn dit) (1606-1669);Rembrandt (École de) (-),Rembrandt (Rembrandt Harmensz Van Rijn dit) (1606-1669);Rembrandt (École de) (-),,,Tête grotesque de profil: homme avec un grand bonnet (Bartsch 326),estampe d'interprétation,estampe;arts graphiques,"Petit Palais, musée des beaux-arts de la ville de Paris",Paris,vrai,"Cas hybride : la notice cite aussi Rembrandt directement, mais « École de Rembrandt » exprime bien un rattachement à un maître nommé.",M1111160005990,https://pop.culture.gouv.fr/notice/joconde/M1111160005990
école de,doute,Auteur,Bartolozzi Francesco (1727-1815);Italie École de (École italienne) (-),Bartolozzi Francesco (1727-1815);Italie École de (École italienne) (-),,,"Diplôme de l'Académie Royale (Dutuit, page 340)",estampe originale,estampe;arts graphiques,"Petit Palais, musée des beaux-arts de la ville de Paris",Paris,faux,"École géographique ou nationale, et non rattachement de l’œuvre à l’école d’un maître nommé.",M1111160019981,https://pop.culture.gouv.fr/notice/joconde/M1111160019981
école de,doute,Auteur,…(-);Boucher François (1703-1770);Italie École de (École italienne) (-),Ecole française (-);Boucher François (1703-1770);Italie École de (École italienne) (-),,,La Paix,tableau,peinture,"Petit Palais, musée des beaux-arts de la ville de Paris",Paris,faux,"École géographique ou nationale, et non rattachement de l’œuvre à l’école d’un maître nommé.",M1111160004421,https://pop.culture.gouv.fr/notice/joconde/M1111160004421
école de,doute,Auteur,LE BRUN Charles (école),LE BRUN Charles (école),né en 1619 ; mort en 1690,,Décor pour l'angle d'un plafond,,dessin,musée du Louvre,Paris,vrai,,50350207991,https://pop.culture.gouv.fr/notice/joconde/50350207991
école de,doute,Auteur,Hollande École de (École hollandaise) (-),Hollande École de (École hollandaise) (-),,,"Mitternächtliche seite des Marsfeldes.; Révolution française, Directoire. Vue du Champs de Mars (actuel 7ème arrondissement), 22 septembre 1798 (1er vendémiaire An VII). Exposition des produits de l'industrie nationale les 18-21 septembre 1798.; De Janvier à Décembre 1798. L'entrée des Français dans Rome à l'entrée des Français dans le Piémont.",estampe,estampe;arts graphiques;révolution française,musée Carnavalet - histoire de Paris,Paris,faux,"École géographique ou nationale, et non rattachement de l’œuvre à l’école d’un maître nommé.",M1104320037777,https://pop.culture.gouv.fr/notice/joconde/M1104320037777
école de,doute,Auteur,LE BRUN Charles (école de),LE BRUN Charles (école de),"Paris, 1619 ; Paris, 1690",,Conversion de saint Paul,tableau,peinture;beaux-arts,musée des Beaux-Arts,Nantes,vrai,,07430005648,https://pop.culture.gouv.fr/notice/joconde/07430005648
école de,doute,Auteur,Rubens Petrus Paulus (1577-1640) (école),Rubens Petrus Paulus (1577-1640) (école),né en 1577 ; mort en 1640,,Croquis,,dessin,musée du Louvre,Paris,vrai,,50350500241,https://pop.culture.gouv.fr/notice/joconde/50350500241
école de,doute,Auteur,Clouet Jean (148?-1540) (école de),Clouet Jean (148?-1540) (école de),"Bruxelles, vers 1486 ; Paris, 1540",,"Madeleine de Crussol, dame de Mitte de Miolans",,dessin,musée Condé,Chantilly,vrai,,00000106754,https://pop.culture.gouv.fr/notice/joconde/00000106754
école de,doute,Auteur,CRANACH Lucas le Vieux (école),CRANACH Lucas le Vieux (école),né en 1472 ; mort en 1553,,Buste d'homme,,dessin,musée du Louvre,Paris,vrai,,50350500136,https://pop.culture.gouv.fr/notice/joconde/50350500136
école de,doute,Auteur,Zuccaro Federico (1540?-1609) (école),Zuccaro Federico (1540?-1609) (école),né entre 1540-1541 ; mort en 1609,anciennes attributions : anonyme italien XVIe s ; Atelier de Zuccaro Federico,Le signe d'Esculape,,dessin,musée du Louvre,Paris,vrai,,50350202235,https://pop.culture.gouv.fr/notice/joconde/50350202235
école de,doute,Auteur,SARTO Andrea del (école),SARTO Andrea del (école),né en 1486 ; mort en 1530,ancienne attribution : SARTO Andrea del,Une main à demi-ployée,,dessin,musée du Louvre,Paris,vrai,,50350002363,https://pop.culture.gouv.fr/notice/joconde/50350002363
école de,doute,Auteur,"BOILLY Louis Léopold (peintre, d'après, école)","BOILLY Louis Léopold (peintre, d'après, école)","BOILLY : La Bassée, 1761 ; Paris, 1845 ; nationalité : Française",,Portrait du général Jacquin,tableau,peinture,musée national Magnin,Dijon,vrai,"Cas hybride : la mention associe « d’après » et « école », mais le rattachement à l’école de Boilly est bien présent.",50110000610,https://pop.culture.gouv.fr/notice/joconde/50110000610
atelier de,doute,Auteur,… (1802-1885);Imprimerie P. Mouillot (-);Ateliers de reproductions artistiques (-),Méaulle Fortuné Louis (1844-1901);Hugo Victor (1802-1885);Imprimerie P. Mouillot (-);Ateliers de reproductions artistiques (-),,,"61 Navires rentrant au port.; Dessins de Victor Hugo, Les Travailleurs de la Mer. Gravures de F. Méaulle imprimées par Mouillot. Paris Ateliers de Reproductions artistiques, 1882.",estampe,estampe;arts graphiques,maison de Victor Hugo,Paris,faux,"Nom d'atelier/studio de production (imprimeur, photographe) ; pas de doute sur un maître.",M1114240012434,https://pop.culture.gouv.fr/notice/joconde/M1114240012434
atelier de,doute,Auteur,… (1802-1885);Imprimerie P. Mouillot (-);Ateliers de reproductions artistiques (-),Méaulle Fortuné Louis (1844-1901);Hugo Victor (1802-1885);Imprimerie P. Mouillot (-);Ateliers de reproductions artistiques (-),,,"Les Douvres; Dessins de Victor Hugo, Les Travailleurs de la Mer. Gravures de F. Méaulle imprimées par Mouillot. Paris Ateliers de Reproductions artistiques, 1882.",estampe,estampe;arts graphiques,maison de Victor Hugo,Paris,faux,"Nom d'atelier/studio de production (imprimeur, photographe) ; pas de doute sur un maître.",M1114240012299,https://pop.culture.gouv.fr/notice/joconde/M1114240012299
atelier de,doute,Precisions_sur_l_auteur,"…gestion de la CNP étant reprise par les ateliers de Saint-Genou, elle cesse définitivement s…",Compagnie Nationale de Porcelaine (1960-1997),"Fondée en 1960, la Compagnie Nationale de porcelaine est le regroupement des établissements Taillemite et des usines Jacquin de Vierzon ainsi que de la Porcelaine Française du Centre de Saint-Genou. Elle dépose le bilan en 1983, la gestion de la CNP étant reprise par les ateliers de Saint-Genou, elle cesse définitivement son activité en 1997.",,,assiette,céramique;vie domestique,musée municipal,Vierzon,faux,"Mention d'atelier dans une biographie ; auteur certain, pas de doute.",M0236001098,https://pop.culture.gouv.fr/notice/joconde/M0236001098
atelier de,doute,Auteur,PUGET Pierre (atelier),PUGET Pierre (atelier),"Château-Follet, 1620 ; Fougette, 1694",,SAINT SEBASTIEN,,dessin,musée des beaux-arts,Marseille,vrai,,000DE007289,https://pop.culture.gouv.fr/notice/joconde/000DE007289
atelier de,doute,Auteur,…BRUN Charles (d'après);DE LA CROIX Jean (atelier);MOZIN Jean-Baptiste (atelier);manufact…,LE BRUN Charles (d'après);DE LA CROIX Jean (atelier);MOZIN Jean-Baptiste (atelier);manufacture des Gobelins (manufacture),"LE BRUN : Paris, 1619 ; Paris, 1690",,Les Maisons Royales : Fontainebleau (3e entrefenêtre),tenture,tapisserie,musée national du château de Pau,Pau,vrai,,50170000826,https://pop.culture.gouv.fr/notice/joconde/50170000826
atelier de,doute,Precisions_sur_l_auteur,CARANZA de Amédée : Chef d'atelier de la manufacture Vieillard de 1878 à 1885.,Manufacture J. Vieillard & Cie;Caranza de Amédée,CARANZA de Amédée : Chef d'atelier de la manufacture Vieillard de 1878 à 1885.,,"Service au cartouche japonais dit service ""chinois""",assiette,céramique;arts décoratifs,musée des arts décoratifs et du design,Bordeaux,faux,"Mention d'atelier dans une biographie ; auteur certain, pas de doute.",00660019751,https://pop.culture.gouv.fr/notice/joconde/00660019751
atelier de,doute,Auteur,ATELIER DU CENTRE DE LA GAULE (céramiste),ATELIER DU CENTRE DE LA GAULE (céramiste),,,,assiette,archéologie;céramique,musée Rolin,Autun,faux,Atelier collectif ou centre de production donné comme auteur assumé ; pas d'incertitude d'attribution à un maître.,01610009389,https://pop.culture.gouv.fr/notice/joconde/01610009389
atelier de,doute,Auteur,Atelier de Pistillus,Atelier de Pistillus,"Atelier de Pistillus : céramiste ; Autun, Ier siècle ; Autun, IIe siècle",,Déesse-mère,figurine;fragment,archéologie;sculpture;gallo-romain,musée Rolin,Autun,faux,Atelier collectif ou centre de production donné comme auteur assumé ; pas d'incertitude d'attribution à un maître.,01610010135,https://pop.culture.gouv.fr/notice/joconde/01610010135
atelier de,doute,Precisions_sur_l_auteur,"…mit d'entrer à l'âge de onze ans dans l'atelier de formation le plus en vue de l'époque, ce…",Chassériau Théodore (1819-1856),"Sainte Barbe de Panama, 1819 ; Paris, 1856 ; Théodore Chassériau demeura, parmi les peintres majeurs de l'époque romantique, l'une des figures les moins connues du grand public. Fils d'un diplomate que les activités consulaires avaient entraîné dans les Caraïbes, le jeune Théodore, né d'une mère créole, ne devait demeurer que peu de temps dans l'île de Saint-Domingue. De retour à Paris dès 1821, il affirma très rapidement son goût pour le dessin, ce qui lui permit d'entrer à l'âge de onze ans dans l'atelier de formation le plus en vue de l'époque, celui d'Ingres, installé à Paris depuis 1824. Très vite repéré comme un des élèves les plus doués, il connut le succès dès le Salon de 1839 avec deux de ses chefs-d'oeuvre, Vénus marine et Suzanne au bain. Après un séjour de huit mois en Italie en 1840-1841, il prit conscience de la distance qui le séparait désormais de « l'ingrisme » orthodoxe, et se tourna vers un style de peinture plus poétique, dans lequel s'affirma sa personnalité imaginative et son goût pour les sujets littéraires. Un voyage en Algérie en 1846 renforça les colorations audacieuses de sa palette, ce que lui reprocherait une partie de la critique, l'accusant de passer du camp d'Ingres (celui de la ligne) à celui de son grand rival Delacroix. La critique moderne tenta de démontrer qu'il se situait en fait ailleurs qu'entre ces deux grandes tendances du milieu du siècle, et que c'était un tout autre romantisme qu'il entendait cultiver. Mort très jeune, Chassériau a laissé de nombreux tableaux de chevalet, mais aussi d'importantes décorations à Paris. Grâce à l'inlassable action de son neveu, le baron Arthur Chassériau, une grande partie de son oeuvre est entrée dans les musées français en 1934.",,Deux études de tête,tableau,beaux-arts;peinture,musée d'art Roger-Quillot,Clermont-Ferrand,faux,"Mention d'atelier dans une biographie ; auteur certain, pas de doute.",M0121008190,https://pop.culture.gouv.fr/notice/joconde/M0121008190
atelier de,doute,Auteur,Andrea DI GIUSTO (atelier),Andrea DI GIUSTO (atelier),,,VIERGE A L'ENFANT,tableau,peinture,musée de la Chartreuse,Douai,vrai,,00000060637,https://pop.culture.gouv.fr/notice/joconde/00000060637
atelier de,doute,Precisions_sur_l_auteur,"…gestion de la CNP étant reprise par les ateliers de Saint-Genou, elle cesse définitivement s…",Compagnie Nationale de Porcelaine (1960-1997),"Fondée en 1960, la Compagnie Nationale de porcelaine est le regroupement des établissements Taillemite et des usines Jacquin de Vierzon ainsi que de la Porcelaine Française du Centre de Saint-Genou. Elle dépose le bilan en 1983, la gestion de la CNP étant reprise par les ateliers de Saint-Genou, elle cesse définitivement son activité en 1997.",,,mazagran,céramique;vie domestique,musée municipal,Vierzon,faux,"Mention d'atelier dans une biographie ; auteur certain, pas de doute.",M0236001208,https://pop.culture.gouv.fr/notice/joconde/M0236001208
atelier de,doute,Auteur,Atelier de Pistillus,Atelier de Pistillus,"Atelier de Pistillus : céramiste, style",,,figurine;fragment,archéologie;sculpture;gallo-romain,musée Rolin,Autun,faux,Atelier collectif ou centre de production donné comme auteur assumé ; pas d'incertitude d'attribution à un maître.,01610010949,https://pop.culture.gouv.fr/notice/joconde/01610010949
atelier de,doute,Auteur,"Buquet (atelier, graveur);Lamy Godard Frères (imprimeur…","Buquet (atelier, graveur);Lamy Godard Frères (imprimeur)",,,Pacificacion de las provincias vascongadas,mouchoir illustré,textile;costume - accessoires du costume,musée des Traditions et Arts Normands,Martainville-Epreville,faux,"Nom d'atelier/studio de production (imprimeur, photographe) ; pas de doute sur un maître.",07250005888,https://pop.culture.gouv.fr/notice/joconde/07250005888
atelier de,doute,Auteur,BONACCORSI Piero (atelier);Raphaël (1483-1520) (inspiré par),BONACCORSI Piero (atelier);Raphaël (1483-1520) (inspiré par),né en 1501 ; mort en 1547,ancienne attribution : BONACCORSI Piero,Grotesques,,dessin,musée du Louvre,Paris,vrai,,50350111571,https://pop.culture.gouv.fr/notice/joconde/50350111571
atelier de,doute,Precisions_sur_l_auteur,"… ?, 1861 ; ?, ? ; décorateur , chef des ateliers de décoration, formes et décors à Sèvres en…",GEBLEUX Léonard;manufacture de Sèvres,"GEBLEUX : ?, 1861 ; ?, ? ; décorateur , chef des ateliers de décoration, formes et décors à Sèvres entre 1883-1929 ; manufacture de Sèvres : fondée en 1756",,Vase de Nesles,,dessin;arts décoratifs,musée national de la céramique,Sèvres,faux,"Mention d'atelier dans une biographie ; auteur certain, pas de doute.",50190082261,https://pop.culture.gouv.fr/notice/joconde/50190082261
atelier de,doute,Auteur,Van den Hecke (Atelier de) (-);Van Orley Jan (1665-1735);Coppe…,Van den Hecke (Atelier de) (-);Van Orley Jan (1665-1735);Coppens Aurèle Augustin (1668-1740),,,La toilette de Vénus (ou de Psyché); Tenture de l'Histoire de Psyché,tapisserie,tapisserie;arts décoratifs,"Petit Palais, musée des beaux-arts de la ville de Paris",Paris,vrai,,M1111160007185,https://pop.culture.gouv.fr/notice/joconde/M1111160007185
atelier de,doute,Auteur,…s (l'Ancien) (1473-1531);Dürer Albrecht (atelier d') (-);Bartsch Adam von (1757-1821),Burgkmair Hans (l'Ancien) (1473-1531);Dürer Albrecht (atelier d') (-);Bartsch Adam von (1757-1821),,,"Le Triomphe de l'Empereur Maximilien Ier : Septième planche, la chasse à l'ibex (bouquetin des Alpes) et au chamois (Dornik-Eger 36, Bartsch 81)",estampe originale,estampe;arts graphiques,"Petit Palais, musée des beaux-arts de la ville de Paris",Paris,vrai,,M1111160031792,https://pop.culture.gouv.fr/notice/joconde/M1111160031792
atelier de,doute,Precisions_sur_l_auteur,"…der (1805 - 1875), gérant des forges et ateliers du Creusot, qui en fait sa résidence après …",Manufacture de cristaux du Creusot (verrier),"1786 ; 1832 ; En 1785, le site de Montcenis près du Creusot est choisi pour accueillir la Manufacture des cristaux et émaux de la Reine (initialement créée à Sèvres à linitiative de Philippe-Charles Lambert et Barthélémy Boyer) et une cristallerie est construite en 1786 selon les plans de l'architecte Barthélémy Jeanson. En 1787, la Manufacture des Cristaux de la Reine est officiellement transférée de Sèvres au Creusot suite à un arrêt du Conseil d'Etat du Roi du 18 février. La Révolution française et la chute de l'Ancien Régime provoquent larrêt de la fabrication de cristal en 1790 et la perte du titre de Manufacture des Cristaux de la Reine en septembre 1792 et des privilèges associés. La manufacture, rebaptisée Manufacture de cristaux du Creusot, se consacre alors à la production de verre commun. Sous l'Empire en juillet 1806, la manufacture devient Manufacture impériale et obtient l'appellation de Manufacture de cristaux de S.M. l'Impératrice et Reine ainsi qu'une subvention par l'Empereur en 1807 afin de favoriser cette branche de l'industrie. En parallèle à la production de cristal transparent et de couleur, la cristallerie entreprend également la fabrication d'objets en cristal d'opale, assurant à la manufacture une renommée internationale. En 1818, Jean-François Chagot devient propriétaire de la cristallerie et entreprend notamment la construction de fours supplémentaires, la manufacture connaît alors une période de production importante et jusquà 540 tonnes de cristal sont produites en 1829. Toutefois, les grèves de juillet 1830, la concurrence des cristalleries de Saint-Louis et Baccarat, le ralentissement de la production et les relations entre les héritiers de Jean-François Chagot décédé en 1824 provoquent une crise au sein de la cristallerie. La manufacture est rachetée en 1832 par les établissements de Saint-Louis et Baccarat, entraînant larrêt de la fabrication et de la vente de cristaux le 31 octobre 1832. La cristallerie est transformée quelques années plus tard par Eugène Schneider (1805 - 1875), gérant des forges et ateliers du Creusot, qui en fait sa résidence après le rachat des bâtiments de lancienne cristallerie par lui et son frère Adolphe Schneider (1802 - 1845) en 1837. En 1969, le château et le parc de la Verrerie, dont l'appellation évoque la fonction initiale du site, sont vendus par la famille Schneider à la ville du Creusot et s'y installent progressivement la Communauté Urbaine Creusot Montceau, le Musée de l'Homme et de l'Industrie, l'Ecomusée Creusot Montceau et l'Académie François Bourdon. En labsence de documents attestant avec certitude la provenance des cristaux, peu de pièces peuvent véritablement être attribuées à la Manufacture des cristaux du Creusot (jusquen 1830, les tarifs, textes dépoque et mentions lors des expositions industrielles nomment cette manufacture Manufacture de cristaux de Montcenis.).",,,bouchon (élément d'ensemble);flacon,verrerie;vie domestique,écomusée de la communauté Le Creusot-Monceau-les-Mines,Le Creusot,faux,"Mention d'atelier dans une biographie ; auteur certain, pas de doute.",M0170000170,https://pop.culture.gouv.fr/notice/joconde/M0170000170
atelier de,doute,Auteur,Alphonse Giroux & Cie (-);Moulin (Atelier photographique) (-),Alphonse Giroux & Cie (-);Moulin (Atelier photographique) (-),,,"Portrait de Jacques Babinet (1794-1872), (physicien, membre de l'Institut)",photographie (dénomination),photographie;arts graphiques,musée Carnavalet - histoire de Paris,Paris,faux,"Nom d'atelier/studio de production (imprimeur, photographe) ; pas de doute sur un maître.",M1104320102789,https://pop.culture.gouv.fr/notice/joconde/M1104320102789
atelier de,doute,Auteur,"FRANCKEN (atelier, ?)","FRANCKEN (atelier, ?)",,,LE FESTIN DE BALTHAZAR,tableau,peinture,musée des beaux-arts,Rouen,vrai,,00000059454,https://pop.culture.gouv.fr/notice/joconde/00000059454
atelier de,doute,Auteur,Atelier du jubé de la cathédrale de Strasbourg,Atelier du jubé de la cathédrale de Strasbourg,,,Diacre,statue,sculpture;médiéval,musée de l'Œuvre Notre-Dame,Strasbourg,faux,Atelier collectif ou centre de production donné comme auteur assumé ; pas d'incertitude d'attribution à un maître.,00170002598,https://pop.culture.gouv.fr/notice/joconde/00170002598
atelier de,doute,Auteur,ATELIER DE LYON (atelier),ATELIER DE LYON (atelier),,,,as,archéologie;numismatique;gallo-romain,musée des antiquités gallo-romaines,Aoste,faux,Atelier collectif ou centre de production donné comme auteur assumé ; pas d'incertitude d'attribution à un maître.,09900000120,https://pop.culture.gouv.fr/notice/joconde/09900000120
atelier de,doute,Auteur,MARATTI Carlo (atelier),MARATTI Carlo (atelier),né en 1625 ; mort en 1713,ancienne attribution : MARATTI Carlo ; MARATTI Carlo,"Femme nue, assise, de face, regardant vers le haut",,dessin,musée du Louvre,Paris,vrai,,50350100620,https://pop.culture.gouv.fr/notice/joconde/50350100620
