famille,categorie,champ_source,extrait,auteur,precisions_auteur,ancienne_attribution,titre,denomination,domaine,musee,ville,verdict,commentaire,reference,lien_pop
atelier de,doute,Precisions_sur_l_auteur,"…n particulier en Vénétie où est situé l'atelier de ce potier (Buchi 1973, nos 135 à 169).La…",Communis (potier),"Signature très fréquente en particulier en Vénétie où est situé l'atelier de ce potier (Buchi 1973, nos 135 à 169).La période de diffusion maximale des produits de cet atelier se concentre de l'époque vespasienne à celle de Trajan.",,,lampe à huile,archéologie;romain;vie domestique;croyances - coutumes;céramique,musée Bargoin,Clermont-Ferrand,faux,"Mention d'atelier dans une biographie ; auteur certain, pas de doute.",M0120012887,https://pop.culture.gouv.fr/notice/joconde/M0120012887
atelier de,doute,Auteur,BOSCOLI Andrea (atelier),BOSCOLI Andrea (atelier),né vers 1560 ; mort en 1608,ancienne attribution : BOSCOLI Andrea,Visitation,,dessin,musée du Louvre,Paris,vrai,,50350001169,https://pop.culture.gouv.fr/notice/joconde/50350001169
entourage de,doute,Auteur,"HOGENBERG François (graveur, entourage);TORTOREL Jacques (d'après);PERRISSIN J…","HOGENBERG François (graveur, entourage);TORTOREL Jacques (d'après);PERRISSIN Jean (d'après)","HOGENBERG : ?, 1535 vers ; ?, 1592 vers ; nationalité : Allemande",,L'entreprise d'Amboise découverte. Mars 1560,,estampe;histoire,musée national du château de Pau,Pau,vrai,,50170005898,https://pop.culture.gouv.fr/notice/joconde/50170005898
entourage de,doute,Auteur,CARRACCI Annibale (entourage),CARRACCI Annibale (entourage),né en 1560 ; mort en 1609,,Allégorie de la Fortune,,dessin,musée du Louvre,Paris,vrai,,50350004443,https://pop.culture.gouv.fr/notice/joconde/50350004443
entourage de,doute,Auteur,RIBERA Jusepe de (entourage de),RIBERA Jusepe de (entourage de),"RIBERA : ?, 1591 ; ?, 1652",,Le Philosophe,tableau,peinture,musée Thomas-Henry,Cherbourg-en-Cotentin,vrai,,06770002726,https://pop.culture.gouv.fr/notice/joconde/06770002726
entourage de,doute,Auteur,CARON Antoine (entourage),CARON Antoine (entourage),"Beauvais, 1521 ; Paris, 1599",,Le Christ et la femme adultère,tableau,peinture;beaux-arts,musée des Beaux-Arts,Nantes,vrai,,07430005362,https://pop.culture.gouv.fr/notice/joconde/07430005362
entourage de,doute,Auteur,CARRACCI Annibale (entourage),CARRACCI Annibale (entourage),né en 1560 ; mort en 1609,,La Sainte Famille avec sainte Catherine et san Bernardino,,dessin,musée du Louvre,Paris,vrai,,50350004433,https://pop.culture.gouv.fr/notice/joconde/50350004433
entourage de,doute,Auteur,PIPPI Giulio (entourage);GIULIO ROMANO (dit),PIPPI Giulio (entourage);GIULIO ROMANO (dit),"PIPPI : Rome, 1490 ; Mantoue, 1546","Ancienne attribution : MANTUANO Marcello, attribué en 1859 ; Ancienne attribution : anonyme (Italie, Rome), 16e siècle, attribué en 1871, 1876, 1884 ; Ancienne attribution : PRIMATICCIO Francesco, Primatice (dit) (Bologne, 1504 ; Paris, 1570)",Combat de chevaux marins,,dessin,musée des beaux-arts,Rennes,vrai,,02110002511,https://pop.culture.gouv.fr/notice/joconde/02110002511
entourage de,doute,Precisions_sur_l_auteur,WYNANTS Jan (entourage de),anonyme,WYNANTS Jan (entourage de),,Paysage. Dune.,,peinture,musée de Grenoble,Grenoble,vrai,,09940006036,https://pop.culture.gouv.fr/notice/joconde/09940006036
entourage de,doute,Auteur,ALLEGRINI Francesco (entourage),ALLEGRINI Francesco (entourage),"Gubbio,1624; après1679",,LA MULTIPLICATION DES PAINS,,dessin,"musée Bonnat-Helleu, musée des Beaux-Arts de Bayonne",Bayonne,vrai,,50350508175,https://pop.culture.gouv.fr/notice/joconde/50350508175
entourage de,doute,Auteur,CARRACCI Annibale (entourage),CARRACCI Annibale (entourage),né en 1560 ; mort en 1609,,Une tête d'enfant inclinée vers la gauche,,dessin,musée du Louvre,Paris,vrai,,50350004461,https://pop.culture.gouv.fr/notice/joconde/50350004461
entourage de,doute,Precisions_sur_l_auteur,…s premiers conseils de son père et de l'entourage de celui-ci. On retrouve dans ses oeuvr…,RODO-PISSARO Ludovic ( ),"RODO-PISSARO : Paris 1878 - 1952 ; Ecole française, paysagiste, aquarelliste et graveur. Fils de Camille Pissarro, il expose régulièrement au Salon des Indépendants. Des galeries de Paris et Londres organisent régulièrement des expositions de ses oeuvres, dont nombreuses sont conservées dans différents musées d'art moderne. Paysagiste, il introduit cependant volontiers des personnages dans ses compositions. Il avait évidemment reçu, en même temps que le premier élan, les premiers conseils de son père et de l'entourage de celui-ci. On retrouve dans ses oeuvres un reflet de l'incomparable sensibilité paternelle qui, chez Ludovic Rodo, s'est particulièrement accommodée des techniques de l'aquarelle, apte à saisir l'impalpable de l'atmosphère et la fluidité des reflets dans l'eau",,Chaumière bretonne,,dessin,musée Danicourt,Péronne,faux,Mention biographique de l’entourage du père de l’artiste ; ne qualifie pas l’attribution de l’œuvre.,08150000071,https://pop.culture.gouv.fr/notice/joconde/08150000071
entourage de,doute,Precisions_sur_l_auteur,"…int-Hippolyte (25), 1621 ; Rome, 1676 ; entourage de Jacques Courtois",COURTOIS Jacques;LE BOURGUIGNON (dit),"Saint-Hippolyte (25), 1621 ; Rome, 1676 ; entourage de Jacques Courtois",,BATAILLE,tableau,peinture,musée des beaux-arts,Marseille,vrai,"Cas contradictoire : l’auteur est nommé, mais la précision « entourage de Jacques Courtois » exprime une réserve d’attribution.",000PE013705,https://pop.culture.gouv.fr/notice/joconde/000PE013705
entourage de,doute,Auteur,MACHUCA Pedro (entourage de),MACHUCA Pedro (entourage de),"né à Tolède vers 1490 ; mort à Grenade en 1550 ; peintre et architecte, il se forma en Italie avant 1520 où il fit partie de l'atelier de Raphaël et aurait collaboré aux décors des loges du Vatican et du palais de la Chancellerie. Il revient en Espagne en 1520. Il est surtout connu pour être le premier architecte de l'Alhambra à Grenade à partir de 1527. Sa production graphique, encore récemment réduite aux deux dessins du Louvre et à la descente de Croix du musée de Valence, s'est enrichie d'un nombre important de pièces dont la cohérence est encore à établir.",ancienne attribution : ANONYME ITALIEN XVIe s,L'Adoration des bergers,,dessin,musée du Louvre,Paris,vrai,,50350102119,https://pop.culture.gouv.fr/notice/joconde/50350102119
entourage de,doute,Auteur,CESARI Giuseppe (entourage de),CESARI Giuseppe (entourage de),"CESARI : Rome, 1560 ; Rome, 1640",,Actéon changé en cerf,tableau,peinture,musée des Beaux-Arts,Pau,vrai,,00980001417,https://pop.culture.gouv.fr/notice/joconde/00980001417
entourage de,doute,Auteur,CARRACCI Annibale (entourage),CARRACCI Annibale (entourage),né en 1560 ; mort en 1609,,"Académie d'homme assis, tourné vers l'arrière",,dessin,musée du Louvre,Paris,vrai,,50350004456,https://pop.culture.gouv.fr/notice/joconde/50350004456
entourage de,doute,Precisions_sur_l_auteur,Entourage de Saint-Exupéry,anonyme,Entourage de Saint-Exupéry,,André Prévot à l'atelier,,beaux-arts;photographie;histoire,musée du château Charles VII,Mehun-sur-Yèvre,vrai,Attribution documentaire à un auteur anonyme issu de l’entourage de Saint-Exupéry ; la mention qualifie bien l’auteur possible de la photographie.,02340000362,https://pop.culture.gouv.fr/notice/joconde/02340000362
suiveur de,doute,Auteur,CONINCK David de (suiveur),CONINCK David de (suiveur),"Anvers, 1643 ; Bruxelles, 1699",,Nature morte au paon,tableau,peinture,musée des Beaux-Arts,Strasbourg,vrai,,00190086748,https://pop.culture.gouv.fr/notice/joconde/00190086748
suiveur de,doute,Precisions_sur_l_auteur,"…590 ; peut-être Palissy lui-même, ou un suiveur",,"Lot-et-Garonne, 1510 ; La Bastille (Paris), 1590 ; peut-être Palissy lui-même, ou un suiveur",,Lézard,figurine (fragment),archéologie;céramique,Château-musée,Dieppe,vrai,,07120001203,https://pop.culture.gouv.fr/notice/joconde/07120001203
suiveur de,doute,Auteur,VAN DYCK Anton (suiveur);anonyme,VAN DYCK Anton (suiveur);anonyme,,VINCENS (ancienne attribution),Portrait d'homme,tableau,peinture,musée Ingres Bourdelle,Montauban,vrai,,06070000105,https://pop.culture.gouv.fr/notice/joconde/06070000105
suiveur de,doute,Auteur,ARTHOIS Jacques d' (suiveur),ARTHOIS Jacques d' (suiveur),"ARTHOIS : Bruxelles, 1613 ; Bruxelles, 1686 ; nationalité : Néerlandais",,Paysage avec chasseurs et bergers,tableau,peinture,musée des Beaux-Arts,Strasbourg,vrai,,00190021815,https://pop.culture.gouv.fr/notice/joconde/00190021815
suiveur de,doute,Auteur,FLOTNER Peter (suiveur),FLOTNER Peter (suiveur),"?, 1485 ; ?, 1546",,Bacchanale : Triomphe de Silène,plaquette,sculpture,musée de la Renaissance - château d'Ecouen,Ecouen,vrai,,50120006836,https://pop.culture.gouv.fr/notice/joconde/50120006836
suiveur de,doute,Auteur,BRUEGHEL Jan I (suiveur);BRUEGHEL DE VELOURS (dit),BRUEGHEL Jan I (suiveur);BRUEGHEL DE VELOURS (dit),"BRUEGHEL : Bruxelles, 1568 ; Anvers, 1625",,"Paysage fluvial avec cavaliers, villageois et pêcheurs",tableau,peinture,musée des Beaux-Arts,Strasbourg,vrai,,00190086922,https://pop.culture.gouv.fr/notice/joconde/00190086922
suiveur de,doute,Auteur,"BERNARDO Monsü (dit);KEILHAU Eberhard (suiveur, patronyme)","BERNARDO Monsü (dit);KEILHAU Eberhard (suiveur, patronyme)","Helsinge, 1624 ; Rome, 1687",,Vieillard méditant sur une tête de mort,tableau,peinture;beaux-arts,musée des Beaux-Arts,Nantes,vrai,,07430004838,https://pop.culture.gouv.fr/notice/joconde/07430004838
suiveur de,doute,Precisions_sur_l_auteur,…l'atelier de Pérugin dont il est un des suiveurs. Ils ont travaillé ensemble à la chapel…,Bacci di Belforte (actif 1496-1508) (d'après),Giovanni Maria di Bartolomeo Bacci di Belforte (dit Rocco Zoppo) a travaillé dans l'atelier de Pérugin dont il est un des suiveurs. Ils ont travaillé ensemble à la chapelle Sixtine.,Ce tableau a été attribué à Antonio da Viterbo par Bernard Berenson.,Vierge à l'Enfant entre saint Jérôme et saint François d'Assise,panneau,beaux-arts;peinture,musée des beaux-arts,Menton,faux,"Mention biographique : Bacci est présenté comme un suiveur du Pérugin, mais la notice attribue l’œuvre à Bacci ; le terme ne signale pas un doute sur l’auteur.",08780001060,https://pop.culture.gouv.fr/notice/joconde/08780001060
suiveur de,doute,Precisions_sur_l_auteur,sans doute suiveur mineur de Pannini,anonyme,sans doute suiveur mineur de Pannini,"PIRANESE, ? (CAT. 1938)",Ruines d'un palais antique,tableau,peinture,musée national Magnin,Dijon,vrai,,00000069036,https://pop.culture.gouv.fr/notice/joconde/00000069036
suiveur de,doute,Auteur,DADDI Bernardo (suiveur),DADDI Bernardo (suiveur),,,Madone entourée de quatre saints,tableau,peinture;beaux-arts,musée des Beaux-Arts,Nantes,vrai,,07430004516,https://pop.culture.gouv.fr/notice/joconde/07430004516
(à la) manière de,doute,Auteur,BLOEMAERT Abraham (manière de),BLOEMAERT Abraham (manière de),né en 1564 ; mort en 1651,attribué à : BLOEMAERT Abraham,"Jeune femme, debout, tenant un serpent et un miroir : la Prudence",,dessin,musée du Louvre,Paris,vrai,,50350107288,https://pop.culture.gouv.fr/notice/joconde/50350107288
(à la) manière de,doute,Auteur,Rembrandt (1606-1669) (manière de),Rembrandt (1606-1669) (manière de),"Rembrandt Harmensz Van Rijn : Leyde, 1606 ; Amsterdam, 1669","Ecole de, Rembrandt Harmensz van Rijn",Voyageurs dans un chariot,,dessin,musée du Louvre,Paris,vrai,,50350107849,https://pop.culture.gouv.fr/notice/joconde/50350107849
(à la) manière de,doute,Auteur,"DUBUFE Claude Marie (peintre, manière de)","DUBUFE Claude Marie (peintre, manière de)","DUBUFE : Paris, 1790 ; La Celle-Saint-Cloud, 1864 ; nationalité : Française","Changement d'attribution ; A. Pougetoux évoque Dubufe et ses litho (communication orale, décembre 1999). Courrier d'A.M. de Brem (janvier 2000) : ne peut confirmer l'attribution à Louise Hersent et ne rejette pas l'idée que le tableau se rapproche de l'art de C.M. Dubufe, comme le précisait A. Pougetoux (communication orale, décembre 1999). ;","Jeune Femme en buste, baissant les yeux",tableau,peinture,musée national Magnin,Dijon,vrai,,50110000431,https://pop.culture.gouv.fr/notice/joconde/50110000431
(à la) manière de,doute,Precisions_sur_l_auteur,"…: Dunkerque, 1685 ; Rennes, 1734 ; à la manière de Jean Antoine Watteau",ANGILLIS Pierre,"ANGILLIS : Dunkerque, 1685 ; Rennes, 1734 ; à la manière de Jean Antoine Watteau","WATTEAU Jean Antoine (Valenciennes, 1684 ; Nogent-sur-Marne, 1721), attribué en 1860, 1871, 1876, 1884",Homme assis de profil à gauche,,dessin,musée des beaux-arts,Rennes,vrai,,02110002801,https://pop.culture.gouv.fr/notice/joconde/02110002801
(à la) manière de,doute,Auteur,"PALISSY Bernard (manière de, école)","PALISSY Bernard (manière de, école)","PALISSY : Saintes, 1510 ; Paris, 1590 ; nationalité : Française",,La Belle Jardinière,plat (ovale),céramique,musée Municipal,Bernay,vrai,,07010000324,https://pop.culture.gouv.fr/notice/joconde/07010000324
(à la) manière de,doute,Auteur,BRIL Paul (manière de),BRIL Paul (manière de),né en 1554 ; mort en 1626,,Quatre esquisses de personnages,,dessin,musée du Louvre,Paris,vrai,,50350500227,https://pop.culture.gouv.fr/notice/joconde/50350500227
(à la) manière de,doute,Auteur,BRIL Paul (manière de),BRIL Paul (manière de),"Anvers, 1554 ; Rome, 1626 ; Roschach : Bril",ancienne attribution : ANONYME FLAMAND fin XVIe s,Paysage avec une arche à gauche et un ruisseau,,dessin,musée du Louvre,Paris,vrai,,50350105582,https://pop.culture.gouv.fr/notice/joconde/50350105582
(à la) manière de,doute,Precisions_sur_l_auteur,"…atsushika : Tokyo, 1760 ; ?, 1849, à la manière de  - CARANZA Amédée (De) : Chef d'atelier…",HOKUSAI Katsushika;Caranza de Amédée (1843-1914);Vieillard Jules & Cie,"- HOKUSAI Katsushika : Tokyo, 1760 ; ?, 1849, à la manière de  - CARANZA Amédée (De) : Chef d'atelier de la manufacture Vieillard de 1878 à 1885, attribué à ",,"Service au cartouche japonais dit service ""chinois""",assiette à dessert;décor japonais,céramique;arts décoratifs,musée des arts décoratifs et du design,Bordeaux,vrai,Cas hybride : rapprochement avec la manière de Hokusai et attribution distincte à Caranza.,00660021094,https://pop.culture.gouv.fr/notice/joconde/00660021094
(à la) manière de,doute,Precisions_sur_l_auteur,"…: Dunkerque, 1685 ; Rennes, 1734 ; à la manière de Jean Antoine Watteau",ANGILLIS Pierre,"ANGILLIS : Dunkerque, 1685 ; Rennes, 1734 ; à la manière de Jean Antoine Watteau","WATTEAU Jean Antoine (Valenciennes, 1684 ; Nogent-sur-Marne, 1721), attribué en 1860, 1871, 1876, 1884",Deux hommes,,dessin,musée des beaux-arts,Rennes,vrai,,02110002735,https://pop.culture.gouv.fr/notice/joconde/02110002735
(à la) manière de,doute,Auteur,VISCHER Peter le Jeune (manière de),VISCHER Peter le Jeune (manière de),né en 1487 ; mort en 1528,attribué à : FISCHER Jacob,"Clio, muse de la Poésie héroïque, jouant de la cithare",,dessin,musée du Louvre,Paris,vrai,,50350108647,https://pop.culture.gouv.fr/notice/joconde/50350108647
(à la) manière de,doute,Auteur,GREUZE Jean-Baptiste (manière de),GREUZE Jean-Baptiste (manière de),"Tournus, 1725 ; Paris, 1805",,Etude de main gauche,,dessin,musée du Louvre,Paris,vrai,,50350029129,https://pop.culture.gouv.fr/notice/joconde/50350029129
(à la) manière de,doute,Auteur,AVISSEAU Charles Jean;PALISSY Bernard (manière de),AVISSEAU Charles Jean;PALISSY Bernard (manière de),"AVISSEAU : Tours, 1796 ; Tours, 1861 ; nationalité : Française ; PALISSY : Saintes, 1510 ; Paris, 1590 ; nationalité : Française",,,plat,céramique,musée Municipal,Bernay,vrai,,07010000266,https://pop.culture.gouv.fr/notice/joconde/07010000266
(à la) manière de,doute,Auteur,MOREELSE Paulus (manière de),MOREELSE Paulus (manière de),né en 1571 ; mort en 1638,ancienne attribution : ANONYME ALLEMAND OU FLAMAND fin XVIIe s,Jugement de Pâris,,dessin,musée du Louvre,Paris,vrai,,50350109385,https://pop.culture.gouv.fr/notice/joconde/50350109385
(à la) manière de,doute,Auteur,HUET Paul (manière de);anonyme,HUET Paul (manière de);anonyme,"HUET : Paris, 1803/10/30 ; Paris, 1869/01/08 ; nationalité : Française",,Chaumières,,dessin,musée des beaux-arts et galerie David-d'Angers,Angers,vrai,,07480012129,https://pop.culture.gouv.fr/notice/joconde/07480012129
(à la) manière de,doute,Auteur,Rembrandt (1606-1669) (manière de),Rembrandt (1606-1669) (manière de),"Rembrandt Harmensz Van Rijn : Leyde, 1606 ; Amsterdam, 1669",ancienne attribution : Rembrandt Harmensz van Rijn,Joseph est vendu à des marchands,,dessin,musée du Louvre,Paris,vrai,,50350107770,https://pop.culture.gouv.fr/notice/joconde/50350107770
genre de,doute,Auteur,SANTERRE Jean-Baptiste (genre de),SANTERRE Jean-Baptiste (genre de),"Magny-en-Vexin, 1651 ; Paris, 1717",,Jeune fille endormie,tableau,peinture;beaux-arts,musée des Beaux-Arts,Nantes,vrai,,07430005218,https://pop.culture.gouv.fr/notice/joconde/07430005218
genre de,doute,Auteur,"…EN Frans II;FRANCKEN le Jeune (peintre, genre de)","CAULERY Louis de (peintre, d'après);FRANCKEN Frans II;FRANCKEN le Jeune (peintre, genre de)","CAULERY : Caullery, 1580 vers ; Anvers, 1621 vers ; nationalité : Flamande#FRANCKEN : Anvers, 1581 ; Anvers, 1642 ; nationalité : Flamande",,Les Cinq Sens,,peinture,musée national Magnin,Dijon,vrai,,50110001650,https://pop.culture.gouv.fr/notice/joconde/50110001650
genre de,doute,Auteur,PALMA Giovane (dit);NEGRETTI Jacopo (genre de),PALMA Giovane (dit);NEGRETTI Jacopo (genre de),"Venise, 1544 ; Venise, 1628",,Le Christ mort entre deux anges,tableau,peinture;beaux-arts,musée des Beaux-Arts,Nantes,vrai,,07430004561,https://pop.culture.gouv.fr/notice/joconde/07430004561
genre de,doute,Precisions_sur_l_auteur,GIORDANO Luca (genre de),anonyme,GIORDANO Luca (genre de),GIORDANO Luca (anciennement attribué à),Frise de putti (fragment d'une bacchanale) ; Putti et bouc (Ancien titre),,dessin,musée de Grenoble,Grenoble,vrai,,09940008932,https://pop.culture.gouv.fr/notice/joconde/09940008932
genre de,doute,Auteur,BOUT Pieter (genre de),BOUT Pieter (genre de),"Bruxelles, 1658 ; Bruxelles, 1719",attribué à : BOUT Pieter,Cinq études de paysans et paysannes,élément d'ensemble,dessin,musée du Louvre,Paris,vrai,,50350109736,https://pop.culture.gouv.fr/notice/joconde/50350109736
genre de,doute,Auteur,"LE CARAVAGE (dit, genre de);MERISI Michelangelo (genre de);anonyme","LE CARAVAGE (dit, genre de);MERISI Michelangelo (genre de);anonyme",,CARRACCI LUDOVICO (GRUYER),PORTRAIT D'ASDRUBALE MATTEI DI GIOVE,tableau,peinture,musée Condé,Chantilly,vrai,,00000077350,https://pop.culture.gouv.fr/notice/joconde/00000077350
genre de,doute,Auteur,LUCAS Auger (genre de),LUCAS Auger (genre de),"?, 1685 ; Paris, 1765",,L'Automne,tableau,peinture;beaux-arts,musée des Beaux-Arts,Nantes,vrai,,07430005242,https://pop.culture.gouv.fr/notice/joconde/07430005242
genre de,doute,Auteur,RENI Guido (genre de);anonyme (attribué),RENI Guido (genre de);anonyme (attribué),"RENI : Bologne, 1575 ; Bologne, 1642 ; nationalité : Italienne",,Diane,tableau,peinture,musée des beaux-arts,Dijon,vrai,,01370014226,https://pop.culture.gouv.fr/notice/joconde/01370014226
genre de,doute,Auteur,anonyme;Troyon Constant (1810-1865) (genre de),anonyme;Troyon Constant (1810-1865) (genre de),,,Ferme en Normandie,tableau,beaux-arts;peinture,musée des beaux-arts et d'archéologie,Besançon,vrai,,M0332000415,https://pop.culture.gouv.fr/notice/joconde/M0332000415
genre de,doute,Auteur,NOUAILHER Colin (genre de),NOUAILHER Colin (genre de),"Limoges, ? ; Limoges, 1574 (après)",,Arthur,plaque (élément),émaillerie,musée des beaux-arts,Dijon,vrai,,01370006952,https://pop.culture.gouv.fr/notice/joconde/01370006952
genre de,doute,Precisions_sur_l_auteur,d'après un prototype flamand dans le genre de Quentin Metsys ; on a avancé également …,anonyme,d'après un prototype flamand dans le genre de Quentin Metsys ; on a avancé également l'hypothèse d'une création portugaise,,PIETA,tableau,peinture,musée du Louvre,Paris,vrai,"Formulation narrative, mais elle qualifie directement l’œuvre par un rapprochement stylistique avec Quentin Metsys dans un contexte d’origine discutée.",000PE027474,https://pop.culture.gouv.fr/notice/joconde/000PE027474
genre de,doute,Auteur,BOTH Jan (genre de),BOTH Jan (genre de),"Utrecht, 1615 ; Utrecht, 1652",,Paysage avec satyres et nymphes,tableau,peinture;beaux-arts,musée des Beaux-Arts,Nantes,vrai,,07430007067,https://pop.culture.gouv.fr/notice/joconde/07430007067
genre de,doute,Auteur,RYCKAERT David III (genre de),RYCKAERT David III (genre de),né en 1612 ; mort en 1661,"Copie d'après, BROUWER Adriaen",Intérieur de paysans,,dessin,musée du Louvre,Paris,vrai,,50350109740,https://pop.culture.gouv.fr/notice/joconde/50350109740
genre de,doute,Auteur,ROBERT Hubert (genre de);anonyme,ROBERT Hubert (genre de);anonyme,"ROBERT : Paris, 1733 ; Paris, 1808","Changement d'attribution ; J.F. Méjanès propose d'attribuer ce dessin à Pâris ou à Blanchet. Vu par S. Couturier, conservatrice adjointe des dessins au MBA du Canada à Ottawa, le 27/06/07 : proche du dessin d'Eschard 1938 DF 329 (même façon de traiter les arbres). ; L'attribution à Pierre Adrien Pâris est peu vraisemblable pour P. Pinon, d'une part parce que le dessin n'a ni la fermeté ni la justesse de ceux de l'architecte, d'autre part, parce qu'il n'a pas pratiqué le genre du capriccio (com. écrite, 16 avril 2007). L'hypothèse d'une attribution à Louis-Gabriel Blanchet par J.-F. Méjanès n'a pu être étayée. La 'Vue d'une porte d'une enceinte fortifiée' conservée au musée de Grenoble, aujourd'hui attribuée à Richard Saint-Non (inv. MGD 1289), a été rapprochée de la feuille du musée Magnin",Paysage d'imagination avec monuments et figures,,dessin,musée national Magnin,Dijon,vrai,,50110001425,https://pop.culture.gouv.fr/notice/joconde/50110001425
genre de,doute,Auteur,MAUPERCHE Henri (genre de),MAUPERCHE Henri (genre de),"Paris, 1602 ; Paris, 1686",,La roche percée,tableau,peinture;beaux-arts,musée des Beaux-Arts,Nantes,vrai,,07430005267,https://pop.culture.gouv.fr/notice/joconde/07430005267
présumé,doute,Precisions_sur_l_auteur,"…. On lui attribue également un portrait présumé de son époux, don de Jean Dampt au musé…",DAMPT Marie,"Vénarey-les-Laumes, 1854 ; Dijon, 1945 ; femme ;#Marie-Céline Dampt, épouse du sculpteur Jean Dampt, est née à Paris au milieu du 19e siècle. Elève de Jules Lefebvre et de Rivoire, elle se spécialise dans la peinture de fleurs et de fruits, et participe à l'Exposition Universelle de Paris de 1900 où elle se fait connaître pour ses oeuvres d'une grande délicatesse, à la composition harmonieuse, et d'un remarquable réalisme. Elle laisse de nombreuses aquarelles, dont Capucines dans une coupe, Prunes, oeuvre présentée à l'Exposition Universelle de Paris, ainsi que Pavots, conservée au musée d'Avignon. On lui attribue également un portrait présumé de son époux, don de Jean Dampt au musée des Beaux-Arts de Dijon en 1938. Cette Nature morte aux cerises et aux amandes, don d'Alphonse de Rothschild en 1892, témoigne du talent de l'artiste, en ce qu'elle révèle clairement une excellente technique ainsi qu'une parfaite maîtrise de la nature morte dans sa composition équilibrée, dans la délicatesse de sa touche, et dans le réalisme de l'ensemble. La légèreté qui émane de la scène est renforcée par la nature même du support : il s'agit en effet d'une aquarelle sur papier, ce qui confère à l'ouvre une certaine douceur, les différents tons se fondant les uns aux autres pour former un ensemble harmonieux et uni. Le tableau est parfaitement équilibré, avec un ensemble de lignes horizontales - la coupe de fruits, la ligne de perspective - entrecoupées de lignes verticales - l'élégante silhouette galbée du vase en verre se profilant à l'arrière-plan, dont le reflet et l'arrondi semblent faire écho à l'éclat et la forme des cerises. Le vase, loin de s'imposer brutalement dans l'ensemble, s'y fond et s'y intègre parfaitement, sans briser la fragile composition formée par les cerises et les amandes, éparses, comme jetées là par une main négligente, qui confèrent à la scène une indéniable fraîcheur. La branche vient s'y ajouter sans pour autant en rompre l'équilibre. Fragile, elle est simplement posée là, à côté des fruits, comme pour en rappeler l'origine ; vision fugitive du fruit pendu à l'arbre. La vivacité des teintes des cerises, allant du jaune orangé au rouge sombre, vient égayer l'ensemble, dominé par un vert feuille tendre et doux - celui des feuilles, des amandes et du mur - et illumine le tableau d'une lumière toute particulière, à la fois vive et délicate. La vie à l'état pur semble, le temps d'un regard, s'être figée sur le papier, incarnée par ces fruits saisis dans leur moment de gloire, dans leur éclatante maturité. La vie au sein de la nature morte, la vie saisie un bref instant, voilà ce que l'artiste réussit à reproduire avec une spontanéité merveilleuse. (Alice Flot)",,Nature morte aux cerises et aux amandes,,dessin,musée des ursulines,Mâcon,faux,"« Portrait présumé de son époux » concerne l’identité du sujet d’une autre œuvre mentionnée dans la biographie, pas l’auteur de la notice.",01720009915,https://pop.culture.gouv.fr/notice/joconde/01720009915
présumé,doute,Precisions_sur_l_auteur,"Auteur présumé - Strasbourg, 1825 ; Strasbourg, 1903 ;…",Schutzenberger Louis Frédéric (1825-1903),"Auteur présumé - Strasbourg, 1825 ; Strasbourg, 1903 ; élève de Paul Delaroche",,Chaumière à Nohant (Indre),,dessin,musée George Sand et de la vallée noire,La Châtre,vrai,,M0250000232,https://pop.culture.gouv.fr/notice/joconde/M0250000232
présumé,doute,Precisions_sur_l_auteur,"…al de Modène en 1770 et en 1784,on peut présumer que le Saint Pierre était vraisemblabl…",BARBIERI Gian Francesco;LE GUERCHIN (dit);GUERCINO IL (dit),"Cento,1591 ; Bologne,1666 ; comme pour le Saint Paul(Inv 80)avec lequel on trouve ce tableau décrit au palais ducal de Modène en 1770 et en 1784,on peut présumer que le Saint Pierre était vraisemblablement une oeuvre originale du Guerchin mais dans un état de présentation peu satisfaisant à cette époque",,SAINT PIERRE LISANT,tableau,peinture,musée des beaux-arts Antoine Lécuyer,Saint-Quentin,vrai,"Formulation narrative, mais « on peut présumer » porte directement sur l’attribution du tableau au Guerchin.",00000103000,https://pop.culture.gouv.fr/notice/joconde/00000103000
présumé,doute,Precisions_sur_l_auteur,"Auteur présumé : Favanne Henri Antoine de : Londres, 1…",Favanne Henri-Antoine de (1668-1752),"Auteur présumé : Favanne Henri Antoine de : Londres, 1668 - Paris, 1752",anonyme,Portrait du duc de Penthièvre,tableau,peinture;beaux-arts,musée des beaux-arts,Tours,vrai,,02650000463,https://pop.culture.gouv.fr/notice/joconde/02650000463
d'après (copie d'un modèle),copie,Auteur,VINCI Leonardo da (d'après);anonyme,VINCI Leonardo da (d'après);anonyme,né en 1452 ; mort en 1519,,"Homme noir en buste, de trois quarts à gauche, la poitrine nue",album,dessin,musée du Louvre,Paris,vrai,,50350228060,https://pop.culture.gouv.fr/notice/joconde/50350228060
d'après (copie d'un modèle),copie,Auteur,ZUCCARO Taddeo (d'après);anonyme,ZUCCARO Taddeo (d'après);anonyme,né en 1529 ; mort en 1566,ancienne attribution : ANONYME ITALIEN XVIIe s,"Plusieurs guerriers entourant un autre guerrier à cheval, prisonnier",,dessin,musée du Louvre,Paris,vrai,,50350102983,https://pop.culture.gouv.fr/notice/joconde/50350102983
