musee,ville,reference,numero_inventaire,titre,domaine,artistes,statut,credit,notice_pop
musée des beaux-arts,Bordeaux,000PE020181,BX 1971.2.15,L'ADORATION DES BERGERS,beaux-arts;peinture,Boucher,unknown,© L. Gauthier,https://pop.culture.gouv.fr/notice/joconde/000PE020181
musée des beaux-arts,Bordeaux,000PE023475,Bx E 43 ; Bx M 7092,LE CHRIST ET LA FEMME ADULTERE,peinture,Titien,unknown,© C2RMF,https://pop.culture.gouv.fr/notice/joconde/000PE023475
musée des beaux-arts,Bordeaux,000PE026177,Bx E 168 ; Bx M 7099,LE RAVISSEMENT DE LA MADELEINE,peinture,Guido Reni,unknown,© Lysiane Gauthier,https://pop.culture.gouv.fr/notice/joconde/000PE026177
musée des beaux-arts,Bordeaux,000PE023518,Bx E 488 ; Bx M 6775,"MARINE, EFFET DE NUIT",peinture;marine,Joseph Vernet,unknown,© L. Gauthier,https://pop.culture.gouv.fr/notice/joconde/000PE023518
musée des beaux-arts,Bordeaux,000PE026159,Bx E 1069 7 ; Bx M 6901,PAYSAGE AVEC ANIMAUX ET PERSONNAGES,peinture,David Téniers,unknown,© Lysiane Gauthier,https://pop.culture.gouv.fr/notice/joconde/000PE026159
musée des beaux-arts,Bordeaux,000PE023457,Bx E 473 ; Bx M 6103,PAYSAGE FLAMAND,peinture,David Téniers,unknown,© L. Gauthier,https://pop.culture.gouv.fr/notice/joconde/000PE023457
musée des beaux-arts,Bordeaux,000PE023453,Bx E 157,"PAYSAGE, LE DEPART",peinture,David Téniers,unknown,© L. Gauthier,https://pop.culture.gouv.fr/notice/joconde/000PE023453
musée des beaux-arts,Bordeaux,000PE023519,Bx E 1069 6 ; Bx M 5849,PORT DE MER AU SOLEIL COUCHANT,peinture,Joseph Vernet,unknown,© Lysiane Gauthier,https://pop.culture.gouv.fr/notice/joconde/000PE023519
musée des beaux-arts,Bordeaux,000PE025719,Bx E 1069 149 ; Bx M 6750,PROFIL D'HOMME,peinture,Louis Léopold Boilly,unknown,© Lysiane Gauthier,https://pop.culture.gouv.fr/notice/joconde/000PE025719
musée des beaux-arts,Bordeaux,00650004285,Bx E 201 ; Bx M 6872,Paysage,peinture,Claude Lorrain,unknown,© Lysiane Gauthier,https://pop.culture.gouv.fr/notice/joconde/00650004285
musée des beaux-arts,Bordeaux,000PE020200,Bx E 1069 203 ; Bx M 6745,Portrait d'homme,peinture,Louis Léopold Boilly,unknown,© Lysiane Gauthier,https://pop.culture.gouv.fr/notice/joconde/000PE020200
musée des beaux-arts,Bordeaux,000PE021910,Bx E 246 ; Bx M 6198,SACRIFICE A PRIAPE,peinture,Nicolas Poussin,unknown,© L. Gauthier,https://pop.culture.gouv.fr/notice/joconde/000PE021910
musée des beaux-arts,Bordeaux,000PE023455,Bx E 1069 33,SCENE CHAMPETRE,peinture,David Téniers,unknown,© Lysiane Gauthier,https://pop.culture.gouv.fr/notice/joconde/000PE023455
musée des beaux-arts,Bordeaux,000PE023456,Bx E 1069 51,SCENE CHAMPETRE,peinture,David Téniers,unknown,© Lysiane Gauthier,https://pop.culture.gouv.fr/notice/joconde/000PE023456
musée des beaux-arts,Bordeaux,000PE023498,Bx E 452 ; Bx M 6948,Sainte Famille avec le petit Saint Jean-Baptiste et Saint François d'Assise,peinture,Giorgio Vasari,unknown,© Lysiane Gauthier,https://pop.culture.gouv.fr/notice/joconde/000PE023498
musée des beaux-arts,Bordeaux,000PE023516,Bx E 1069 5,TEMPETE,peinture;marine,Joseph Vernet,unknown,© L. Gauthier,https://pop.culture.gouv.fr/notice/joconde/000PE023516
musée des beaux-arts,Bordeaux,000PE023379,Bx E 1069 246 ; Bx M 6923,Trois études de cuirasses,peinture,Hyacinthe Rigaud,unknown,© Lysiane Gauthier,https://pop.culture.gouv.fr/notice/joconde/000PE023379
musée des beaux-arts,Bordeaux,000PE022064,Bx E 548 ; Bx M 6364 (autre numéro),VILLAGEOIS DANSANT DANS LA CAMPAGNE,peinture,Rubens,unknown,© L. Gauthier,https://pop.culture.gouv.fr/notice/joconde/000PE022064
musée des beaux-arts,Dijon,01370014020,CA 86 et 800 ; 86 (Cat. 1883) ; 196 (Cat. peint. italiennes 1980),Agar et Ismaël,peinture,Pier Francesco Mola,unknown,© Jay,https://pop.culture.gouv.fr/notice/joconde/01370014020
musée des beaux-arts,Dijon,01370002658,DG 570 ; 122 (DG 1976),Chevaux au pâturage ; Chevaux flamands (autre titre),peinture,Géricault,unknown,"© Dijon, musée des beaux-arts",https://pop.culture.gouv.fr/notice/joconde/01370002658
musée des beaux-arts,Dijon,01370014226,CA 713 ; 713 (Cat. 1883) ; 124 (Cat. peint. italiennes 1980),Diane,peinture,Guido Reni,unknown,"© Dijon, musée des beaux-arts",https://pop.culture.gouv.fr/notice/joconde/01370014226
musée des beaux-arts,Dijon,01370000458,J 138 ; 179 (Cat. peint. françaises 1968),La Baigneuse surprise ; Le Fleuve Scamandre (autre titre),beaux-arts;peinture,Boucher,unknown,© Jay,https://pop.culture.gouv.fr/notice/joconde/01370000458
musée des beaux-arts,Dijon,01370014223,CA 712 ; 712 (Cat. 1883) ; 123 (Cat. peint. italiennes 1980),La Madeleine,peinture,Guido Reni,unknown,"© Dijon, musée des beaux-arts",https://pop.culture.gouv.fr/notice/joconde/01370014223
musée des beaux-arts,Dijon,01370004899,1623 ; 345 (Cat. peint. françaises 1968),La Roche percée,peinture,Joseph Vernet,unknown,"© Dijon, musée des beaux-arts",https://pop.culture.gouv.fr/notice/joconde/01370004899
musée des beaux-arts,Dijon,01370014810,CA 802 ; 172 (Cat. peint. italiennes 1980) ; 802 (Cat. 1883) ; 357 (Cat. dessins italiens 2003),La Résurrection de Lazare,dessin,Le Tintoret,unknown,"© Dijon, musée des beaux-arts",https://pop.culture.gouv.fr/notice/joconde/01370014810
musée des beaux-arts,Dijon,01370014322,CA 14 ; 153 (Cat. peint. italiennes 1980) ; 14 (Cat. 1883) ; p. 87 (Cat. envois de l'Etat 1980),"La Vierge apparaissant à saint Antoine, saint Paul ermite, saint Paul et saint Pierre",peinture,Véronèse,unknown,"© Dijon, musée des beaux-arts",https://pop.culture.gouv.fr/notice/joconde/01370014322
musée des beaux-arts,Dijon,01370002661,DG 78 ; 119 (DG 1976),Le Cuirassier blessé ; Portrait du colonel de Moncey (ancien titre),peinture,Géricault,unknown,© François Jay - musée des beaux-arts de Dijon,https://pop.culture.gouv.fr/notice/joconde/01370002661
musée des beaux-arts,Dijon,01370013320,DG 789 ; 217 (DG 1976) ; 238 (Cat. dessins italiens 2003),Paysage au pêcheur à la ligne,dessin,Pier Francesco Mola,unknown,© François Jay - musée des beaux-arts de Dijon,https://pop.culture.gouv.fr/notice/joconde/01370013320
musée des beaux-arts,Dijon,01370005322,D 152 ; 136 (Cat. peint. françaises 1968) ; A.2 n°10 (Cat. peint. italiennes 1980) ; 1139 (Inv. Dard après décès),"Paysage avec Diane découvrant la mort d'Ancaeus (Doute sur l'iconographie : Mort d'Ancaeus, d'Adonis, ou chasse du sanglier de Calydon)",peinture,Gaspard Dughet,unknown,"© Dijon, musée des beaux-arts",https://pop.culture.gouv.fr/notice/joconde/01370005322
musée des beaux-arts,Dijon,01370001106,CA T 38 ; A.2 n°I (Cat. peint. italiennes 1980),Portrait d'homme,peinture,Corneille de Lyon,unknown,Jay,https://pop.culture.gouv.fr/notice/joconde/01370001106
musée des beaux-arts,Dijon,01370014859,CA 515 ; 185 (Cat. peint. italiennes 1980) ; Machecot rue Vannerie n°5 (Devosge) ; 515 (Cat. 1883),Portrait d'un artiste ou d'un collectionneur,peinture,Simon Vouet,unknown,"© Dijon, musée des beaux-arts",https://pop.culture.gouv.fr/notice/joconde/01370014859
musée des beaux-arts,Dijon,01370006641,4693 ; MV 2168 (Versailles) ; 319 (Cat. peint. françaises 1968),"Portrait de Louis de France, duc de Bourgogne",peinture,Hyacinthe Rigaud,unknown,© Jay,https://pop.culture.gouv.fr/notice/joconde/01370006641
musée des beaux-arts,Dijon,01370000380,J 161 ; 436 (Cat. peint. françaises 1968),Portrait de M. Lépine,peinture,Louis Léopold Boilly,unknown,© Jay,https://pop.culture.gouv.fr/notice/joconde/01370000380
musée des beaux-arts,Dijon,01370000383,J 162 ; 437 (Cat. peint. françaises 1968),Portrait de Madame Lépine,peinture,Louis Léopold Boilly,unknown,"© Dijon, musée des beaux-arts",https://pop.culture.gouv.fr/notice/joconde/01370000383
musée des beaux-arts,Dijon,01370014942,CA 85 et 799 ; 195 (Cat. peint. italiennes 1980) ; 85 (Cat. 1883),Tobie et l'Ange,peinture,Pier Francesco Mola,unknown,"© Dijon, musée des beaux-arts",https://pop.culture.gouv.fr/notice/joconde/01370014942
musée des beaux-arts,Rouen,07290021974,1858.2.1,Adoration des Bergers,peinture,Simon Vouet,unknown,"© musées de la ville de Rouen, © Carole Loisel ; © Catherine Lancien",https://pop.culture.gouv.fr/notice/joconde/07290021974
musée des beaux-arts,Rouen,00000058402,975.4.121,"ETUDE POUR LE PORTRAIT D'UN CHASSEUR ; JOSEPH ET LA FEMME DE PUTIPHAR (ESQUISSE, AU VERSO)",peinture,Nicolas de Largillière,unknown,© Carole Loisel ; © Catherine Lancien,https://pop.culture.gouv.fr/notice/joconde/00000058402
musée des beaux-arts,Rouen,07290021230,1907.1.2,Enlèvement dHélène (titre moderne) ; embarquement de Cléopâtre (titre ancien),peinture,Fragonard,unknown,© Carole Loisel ; © Catherine Lancien,https://pop.culture.gouv.fr/notice/joconde/07290021230
musée des beaux-arts,Rouen,07290022339,1891.2.51,Etude de cuirasse,peinture,Hyacinthe Rigaud,unknown,"© Hélène Thomas, musées de la ville de Rouen",https://pop.culture.gouv.fr/notice/joconde/07290022339
musée des beaux-arts,Rouen,07290020599,1907.1.113,Femme au collier de perles ; Portrait de femme (autre titre),peinture,Nicolas de Largillière,unknown,© Carole Loisel ; © Catherine Lancien,https://pop.culture.gouv.fr/notice/joconde/07290020599
musée des beaux-arts,Rouen,000PE029833,SR 25,L'EDUCATION DE LA VIERGE,peinture,Laurent de La Hyre,unknown,© Carole Loisel ; © Catherine Lancien,https://pop.culture.gouv.fr/notice/joconde/000PE029833
musée des beaux-arts,Rouen,07290021901,1907.1.11,La promenade aux Tuileries,peinture,Louis Léopold Boilly,unknown,Carole Loisel ; Catherine Lancien,https://pop.culture.gouv.fr/notice/joconde/07290021901
musée des beaux-arts,Rouen,00000058404,975.4.50,PORTRAIT D'HOMME EN COSTUME DE L'ORDRE DU SAINT-ESPRIT ; DIT AUSSI PORTRAIT D'HOMME EN CHAPEAU A PLUME,peinture,Charles Le Brun,unknown,© Carole Loisel ; © Catherine Lancien,https://pop.culture.gouv.fr/notice/joconde/00000058404
musée des beaux-arts,Rouen,07290021505,1818.1.42,Portrait d'une dame âgée de 43 ans,peinture,Van Dyck,unknown,Carole Loisel ; Catherine Lancien,https://pop.culture.gouv.fr/notice/joconde/07290021505
musée des beaux-arts,Rouen,07290021285,1907.1.111,"Portrait de Jacqueline de Rohan, duchesse de Longueville",peinture,François Clouet,unknown,musées de la ville de Rouen,https://pop.culture.gouv.fr/notice/joconde/07290021285
musée des beaux-arts,Rouen,07290022368,1811.4,Portrait de vieillard,peinture,Rubens,unknown,musées de la ville de Rouen,https://pop.culture.gouv.fr/notice/joconde/07290022368
musée des beaux-arts,Rouen,00000056500,SR 115,SAINT FRANCOIS CONSOLE PAR LA MUSIQUE DES ANGES,peinture,Laurent de La Hyre,unknown,© Carole Loisel ; © Catherine Lancien,https://pop.culture.gouv.fr/notice/joconde/00000056500
musée des beaux-arts,Rouen,00000058405,975.4.45,SAINTE GENEVIEVE DEVANT PARIS,peinture,Charles Le Brun,unknown,© Carole Loisel ; © Catherine Lancien,https://pop.culture.gouv.fr/notice/joconde/00000058405
musée des beaux-arts,Rouen,07290022377,1803.14,Saint Denis ; Saint Denis l'Aéropagite couronné par un ange,peinture,Nicolas Poussin,unknown,Documentation,https://pop.culture.gouv.fr/notice/joconde/07290022377
musée des beaux-arts,Rouen,07290022367,1809.3,Tête de Christ,peinture,Pierre Mignard,unknown,"© Rouen, musée des beaux-arts",https://pop.culture.gouv.fr/notice/joconde/07290022367
musée des beaux-arts,Rouen,07290022334,1907.1.68,Vue de Pouzolles ; La partie de cache-cache,peinture,Fragonard,unknown,"© Maxime Resse, musées de la ville de Rouen",https://pop.culture.gouv.fr/notice/joconde/07290022334
musée de Grenoble,Grenoble,09940008544,MG D 368,Baptême du Christ,dessin,Pier Francesco Mola,unknown,© Ville de Grenoble / Musée de Grenoble-J.L. Lacroix,https://pop.culture.gouv.fr/notice/joconde/09940008544
musée de Grenoble,Grenoble,09940008902,MG D 2123,Bataille (fragment) ; Guerriers à cheval (Ancien titre),dessin,Antonio Tempesta,unknown,© Ville de Grenoble / Musée de Grenoble-J.L. Lacroix,https://pop.culture.gouv.fr/notice/joconde/09940008902
musée de Grenoble,Grenoble,09940009142,MG D 2019,Cavalier romain lançant un javelot,dessin,Antonio Tempesta,unknown,© Ville de Grenoble / Musée de Grenoble-J.L. Lacroix,https://pop.culture.gouv.fr/notice/joconde/09940009142
musée de Grenoble,Grenoble,09940008903,MG D 2255,Charge de cavalerie ; Scène de bataille (Ancien titre),dessin,Antonio Tempesta,unknown,© Ville de Grenoble / Musée de Grenoble-J.L. Lacroix,https://pop.culture.gouv.fr/notice/joconde/09940008903
musée de Grenoble,Grenoble,09940008933,MG D 552,Enée et Anchise fuyant Troie ; Enée et Anchise fuyant avec Ascorye (Ancien titre),dessin,Luca Giordano,unknown,© Ville de Grenoble / Musée de Grenoble-J.L. Lacroix,https://pop.culture.gouv.fr/notice/joconde/09940008933
musée de Grenoble,Grenoble,09940009040,MG D 490,Etude d'une tête d'homme barbu,dessin,Guido Reni,unknown,© Ville de Grenoble / Musée de Grenoble-J.L. Lacroix,https://pop.culture.gouv.fr/notice/joconde/09940009040
musée de Grenoble,Grenoble,09940008766,"MG D 2085 ; 3551 précision organisme : Léonce Mesnard, ancien n° dans autre organisme",Feuille d'études ; Personnages (Ancien titre),dessin,Federico Barocci,unknown,© Ville de Grenoble / Musée de Grenoble-J.L. Lacroix,https://pop.culture.gouv.fr/notice/joconde/09940008766
musée de Grenoble,Grenoble,09940009190,MG D 373,L'Assomption de la Vierge,dessin,Francesco Vanni,unknown,© Ville de Grenoble / Musée de Grenoble-J.L. Lacroix,https://pop.culture.gouv.fr/notice/joconde/09940009190
musée de Grenoble,Grenoble,09940080570,MG 2011-0-87,L'Ordre rétabli dans les finances ; Dessin préparatoire pour la Galerie des Glaces à Versailles (Titre attribué),dessin,Charles Le Brun,unknown,© Ville de Grenoble / Musée de Grenoble-J.L. Lacroix,https://pop.culture.gouv.fr/notice/joconde/09940080570
musée de Grenoble,Grenoble,09940008577,MG D 2075,La Sainte Famille avec le petit Jean,dessin,Francesco Vanni,unknown,© Ville de Grenoble / Musée de Grenoble-J.L. Lacroix,https://pop.culture.gouv.fr/notice/joconde/09940008577
musée de Grenoble,Grenoble,09940006847,MG D 370,Paysage ; Ferme dans un paysage (Ancien titre),dessin,Domenico Campagnola,unknown,© Ville de Grenoble / Musée de Grenoble-J.L. Lacroix,https://pop.culture.gouv.fr/notice/joconde/09940006847
musée de Grenoble,Grenoble,09940009208,MG D 541,Saint Jérôme pénitent ; Saint Jérôme en prière (Ancien titre),dessin,Federico Barocci,unknown,© Ville de Grenoble / Musée de Grenoble-J.L. Lacroix,https://pop.culture.gouv.fr/notice/joconde/09940009208
musée de Grenoble,Grenoble,09940009120,MG D 2150,Sainte Thérèse d'Avila ; Sainte Marie-Madeleine (Ancien titre),dessin,Luca Giordano,unknown,© Ville de Grenoble / Musée de Grenoble-J.L. Lacroix,https://pop.culture.gouv.fr/notice/joconde/09940009120
musée de Grenoble,Grenoble,09940067267,MG D 549,Scène de Bacchanale,dessin,Luca Giordano,unknown,© Ville de Grenoble / Musée de Grenoble-J.L. Lacroix,https://pop.culture.gouv.fr/notice/joconde/09940067267
musée de Grenoble,Grenoble,09940009129,MG D 2144,Scène de chasse à courre (fragment) ; Scène de chasse (Ancien titre),dessin,Antonio Tempesta,unknown,© Ville de Grenoble / Musée de Grenoble-J.L. Lacroix,https://pop.culture.gouv.fr/notice/joconde/09940009129
musée de Grenoble,Grenoble,09940140170,MG D 245,Scènes de rue,dessin,David Téniers,unknown,© Ville de Grenoble / Musée de Grenoble-J.L. Lacroix,https://pop.culture.gouv.fr/notice/joconde/09940140170
musée des beaux-arts,Chambéry,10480003953,M 344 ; Mesnard 1386/167 (Autre numéro),Cheval au galop,peinture,Géricault,unknown,"Bouchayer, Giroud",https://pop.culture.gouv.fr/notice/joconde/10480003953
musée des beaux-arts,Chambéry,10500005806,M 40 ; Mesnard 3772/376 (Autre numéro) ; Bord 803 (Autre numéro),Enlèvement de Déjanire,peinture,Luca Giordano,unknown,Bouchayer Jean ; Giroud Jean-Claude,https://pop.culture.gouv.fr/notice/joconde/10500005806
musée des beaux-arts,Chambéry,10480007491,"M 1033 ; 328 (52 - Inv.établi en 1951 par A.Gougain) ; Bord 175 (Autre numéro) ; 328 (04 - Inventaire des tableaux, sculptures)",Le Jeu de la palette,peinture,Fragonard,unknown,"Bouchayer, Giroud",https://pop.culture.gouv.fr/notice/joconde/10480007491
musée des beaux-arts,Chambéry,10480002158,001-2-1,Louis XV enfant,peinture,Hyacinthe Rigaud,unknown,Giroud,https://pop.culture.gouv.fr/notice/joconde/10480002158
musée des beaux-arts,Chambéry,10480004941,M 292 ; Mesnard 1463/132 (Autre numéro) ; Bord 476 (Autre numéro),Marine,peinture;marine,Joseph Vernet,unknown,"Bouchayer, Giroud",https://pop.culture.gouv.fr/notice/joconde/10480004941
musée des beaux-arts,Chambéry,10480006522,M 34 ; Mesnard 691/258 (Autre numéro) ; Bord 441 (Autre numéro),Paysage,peinture,David Téniers,unknown,"Bouchayer, Giroud",https://pop.culture.gouv.fr/notice/joconde/10480006522
musée des beaux-arts,Chambéry,10500004947,M 467 ; Mesnard 3612/225 (Autre numéro) ; Bord 453 (Autre numéro),Portrait de jeune femme,peinture,Véronèse,unknown,Giroud Jean-Claude ; Bouchayer Jean,https://pop.culture.gouv.fr/notice/joconde/10500004947
musée des beaux-arts,Chambéry,10480001058,M 98 ; Mesnard 1556/271 (Autre numéro) ; Bord 119 (Autre numéro),Portrait de jeune homme,peinture,Louis Léopold Boilly,unknown,Bouchayer,https://pop.culture.gouv.fr/notice/joconde/10480001058
musée des beaux-arts,Chambéry,10500000151,M 687 ; A 253 (Ancien numéro) ; Bord 365 (Autre numéro),Saint Paul,peinture,Le Guerchin,unknown,Giroud Jean-Claude ; Bouchayer Jean,https://pop.culture.gouv.fr/notice/joconde/10500000151
musée des beaux-arts,Chambéry,10480004597,M 475 ; Mesnard 3833-295 (Autre numéro) ; Bord 644 (Autre numéro),Scène champêtre,peinture,David Téniers,unknown,"Bouchayer, Giroud",https://pop.culture.gouv.fr/notice/joconde/10480004597
musée des beaux-arts,Chambéry,10480006517,M 481 ; Mesnard 3665/98 (Autre numéro) ; Bord 431 (Autre numéro),Scène de taverne,peinture,David Téniers,unknown,"Bouchayer, Giroud",https://pop.culture.gouv.fr/notice/joconde/10480006517
musée des beaux-arts,Chambéry,10480006080,981-31-6,Tête d'enfant,peinture,Greuze,unknown,"Bouchayer, Giroud",https://pop.culture.gouv.fr/notice/joconde/10480006080
musée des beaux-arts,Chambéry,10500000156,"M 991 ; 487 (Ancien numéro) ; Bord 137 (Autre numéro) ; 487 (04 - Inventaire des tableaux, sculptures)",Vierge à l'Enfant,peinture,Le Guerchin,unknown,"Giroud, Bouchayer",https://pop.culture.gouv.fr/notice/joconde/10500000156
musée des beaux-arts,Chambéry,10500001218,M 806 ; A 427 (Ancien numéro) ; Bord 124 (Autre numéro),Vierge à l'Enfant avec Saint-Jean Baptiste,peinture,Carlo Maratti,unknown,Giroud Jean-Claude ; Bouchayer Jean,https://pop.culture.gouv.fr/notice/joconde/10500001218
musée des beaux-arts et galerie David-d'Angers,Angers,07480012416,MTC 5060,Combat de cavalerie,dessin,Luca Giordano ; Pier Francesco Mola,unknown,"© P David ; © Angers, musées d'Angers",https://pop.culture.gouv.fr/notice/joconde/07480012416
musée des beaux-arts et galerie David-d'Angers,Angers,07480012030,MTC 4886,Etude pour une figure des batailles d'Alexandre (Ancien titre) ; Tête semblant exprimer l'admiration (D'après K. Sauvignon),dessin,Charles Le Brun,unknown,"© P David ; © Angers, musées d'Angers",https://pop.culture.gouv.fr/notice/joconde/07480012030
musée des beaux-arts et galerie David-d'Angers,Angers,07480012486,MTC 4935,"Incendie nocturne dans un port (recto) ; Construction dans un fort (verso) ; Entrée d'un port, lever de soleil (ancien titre)",dessin,Joseph Vernet,unknown,"© P David ; © Angers, musées d'Angers",https://pop.culture.gouv.fr/notice/joconde/07480012486
musée des beaux-arts et galerie David-d'Angers,Angers,07480011131,MBA 670 ; 9986 (Inventaire SRMF) ; MBA 08-670 (Autre numéro),Jupiter brandissant la foudre ; Jupiter porté par l'aigle (titre vente Chennevières),dessin,Charles Le Brun,unknown,"© P David ; © Angers, musées d'Angers",https://pop.culture.gouv.fr/notice/joconde/07480011131
musée des beaux-arts et galerie David-d'Angers,Angers,07480012396,MTC 5048,La Vierge et l'Enfant ; La Vierge et l'Enfant avec sainte Anne (Ancien titre),dessin,Francesco Vanni,unknown,"© P David ; © Angers, musées d'Angers",https://pop.culture.gouv.fr/notice/joconde/07480012396
musée des beaux-arts et galerie David-d'Angers,Angers,07480012397,MTC 5019,La canonisation de saint Charles ; Un pape présidant une assemblée de cardinaux (ancien titre),dessin,Federico Zuccaro,unknown,"© P David ; © Angers, musées d'Angers",https://pop.culture.gouv.fr/notice/joconde/07480012397
musée des beaux-arts et galerie David-d'Angers,Angers,07480012427,MTC 5034,Le repos pendant la fuite ; Allégorie (autre titre),dessin,Annibale Carracci,unknown,"© P David ; © Angers, musées d'Angers",https://pop.culture.gouv.fr/notice/joconde/07480012427
musée des beaux-arts et galerie David-d'Angers,Angers,00000061523,MTC 10,PORTRAIT DE CATHERINE DE MEDICIS,peinture,François Clouet,unknown,© C2RMF,https://pop.culture.gouv.fr/notice/joconde/00000061523
musée des beaux-arts et galerie David-d'Angers,Angers,00000061524,MTC 9,PORTRAIT DE CHARLES IX,peinture,François Clouet,unknown,© C2RMF,https://pop.culture.gouv.fr/notice/joconde/00000061524
musée des beaux-arts et galerie David-d'Angers,Angers,07480009934,MTC 201 bis,Projet pour un tabernacle ; Composition pour un reliquaire,dessin,Federico Zuccaro,unknown,"© P David ; © Angers, musées d'Angers",https://pop.culture.gouv.fr/notice/joconde/07480009934
musée des beaux-arts et galerie David-d'Angers,Angers,07480012421,MTC 4154,Saint François adorant l'enfant,dessin,Le Guerchin,unknown,"© P David ; © Angers, musées d'Angers",https://pop.culture.gouv.fr/notice/joconde/07480012421
musée des beaux-arts et galerie David-d'Angers,Angers,07480012487,MTC 4936,Un port de mer au clair de lune (verso) ; Entrée d'un fort (recto),dessin,Joseph Vernet,unknown,"© P David ; © Angers, musées d'Angers",https://pop.culture.gouv.fr/notice/joconde/07480012487
musée Condé,Chantilly,00000077353,PE 68,AMOUR REPANDANT DES FLEURS,peinture,Annibale Carracci,unknown,© musée Condé,https://pop.culture.gouv.fr/notice/joconde/00000077353
musée Condé,Chantilly,00000107078,DE 78 ; 69 (ancien numéro),"Avant bras et main gauche tendus vers la droite, devant les jambes d'une figure vêtue",dessin,Raphaël,unknown,© Lynda Frénois,https://pop.culture.gouv.fr/notice/joconde/00000107078
musée Condé,Chantilly,00000104760,PE 580,Cavalier,peinture,Rubens,unknown,© musée Condé,https://pop.culture.gouv.fr/notice/joconde/00000104760
musée Condé,Chantilly,50520000007,DE 109 ; 99 (ancien numéro),"Hommes et femmes fuyant et se réfugiant dans une forêt à droite (recto) ; Etudes, dont une sainte Famille (verso)",dessin,Polidoro Caldara,unknown,© Lynda Frénois,https://pop.culture.gouv.fr/notice/joconde/50520000007
musée Condé,Chantilly,50520000006,DE 108 ; 98 (ancien numéro),La Vendange,dessin,Polidoro Caldara,unknown,© Lynda Frénois,https://pop.culture.gouv.fr/notice/joconde/50520000006
musée Condé,Chantilly,00000107130,DE 128 ; 115 (ancien numéro),Lion attaquant une laie,dessin,Domenico Campagnola,unknown,© Lynda Frénois,https://pop.culture.gouv.fr/notice/joconde/00000107130
musée Condé,Chantilly,00000077153,PE 245,"MARGUERITE DE FRANCE, DUCHESSE DE BERRY, FUTURE DUCHESSE DE SAVOIE",peinture,Corneille de Lyon,unknown,© Mélanie Demarle,https://pop.culture.gouv.fr/notice/joconde/00000077153
musée Condé,Chantilly,00000077264,PE 338,PORTRAIT D'HOMME,peinture,Hyacinthe Rigaud,unknown,© Mélanie Demarle,https://pop.culture.gouv.fr/notice/joconde/00000077264
musée Condé,Chantilly,50520000014,DE 164 ; 145 (ancien numéro),Présentation de la Vierge au temple ; croquis au verso,dessin,Francesco Vanni ; Ludovico Carracci,unknown,© Lynda Frénois,https://pop.culture.gouv.fr/notice/joconde/50520000014
musée Condé,Chantilly,00000107133,DE 125 ; 120 (ancien numéro),Scène d'allégence d'un chef d'armée envers un personnage en armes,dessin,Le Tintoret,unknown,© Lynda Frénois,https://pop.culture.gouv.fr/notice/joconde/00000107133
musée Condé,Chantilly,00000077222,PE 334,UN CHEVALIER DE L'ORDRE DE SAINT MICHEL,peinture,Nicolas de Largillière,unknown,© Mélanie Demarle,https://pop.culture.gouv.fr/notice/joconde/00000077222
musée Condé,Chantilly,00000107129,DE 127 ; 114 (ancien numéro),Vénus endormie flanquée de trois amours,dessin,Titien,unknown,© Lynda Frénois,https://pop.culture.gouv.fr/notice/joconde/00000107129
musée du Louvre,Paris,000PE008787,INV 1794,"Anne d'Autriche (1601-1666) , reine de France",peinture,Rubens,unknown,© A. Dequier ; © M. Bard,https://pop.culture.gouv.fr/notice/joconde/000PE008787
musée du Louvre,Paris,000PE008563,INV 1748,Etude de vieillard,peinture,Rembrandt,unknown,© A. Dequier ; © M. Bard,https://pop.culture.gouv.fr/notice/joconde/000PE008563
musée du Louvre,Paris,00000103010,MI 296,JUDITH TENANT LA TETE D'HOLOPHERNE,peinture,Guido Reni,unknown,Musée du Louvre,https://pop.culture.gouv.fr/notice/joconde/00000103010
musée du Louvre,Paris,000PE008571,MI 959,Jeune homme au bâton,peinture,Rembrandt,unknown,© A. Dequier ; © M. Bard,https://pop.culture.gouv.fr/notice/joconde/000PE008571
musée du Louvre,Paris,000PE025607,RF 198,"LA VIERGE, L'ENFANT JESUS ET SAINT JEAN",peinture,Léonard de Vinci,unknown,,https://pop.culture.gouv.fr/notice/joconde/000PE025607
musée du Louvre,Paris,000PE026984,INV 641,LA VISION D'EZECHIEL,peinture,Raphaël,unknown,© C2RMF,https://pop.culture.gouv.fr/notice/joconde/000PE026984
musée du Louvre,Paris,000PE027108,RF 2113,PORTRAIT D'HOMME,peinture,Le Tintoret,unknown,© C2RMF,https://pop.culture.gouv.fr/notice/joconde/000PE027108
musée du Louvre,Paris,000PE027124,INV 773,PORTRAIT D'HOMME,peinture,Titien,unknown,© C2RMF,https://pop.culture.gouv.fr/notice/joconde/000PE027124
musée du Louvre,Paris,50350036918,"RF 35890, recto",Portrait d'Evariste Parny,miniature,Louis Léopold Boilly,unknown,"© Musée du Louvre, M. Beck-Coppola",https://pop.culture.gouv.fr/notice/joconde/50350036918
musée du Louvre,Paris,50350011376,"INV 25245, recto",Portrait de Catherine de Médicis,miniature,François Clouet,unknown,"© Musée du Louvre, M. Beck-Coppola",https://pop.culture.gouv.fr/notice/joconde/50350011376
