musee,ville,reference,numero_inventaire,titre,domaine,artistes,statut,credit,notice_pop
musée des beaux-arts et d'archéologie,Besançon,M0332013111,D.2048,Portrait d'homme assis à son bureau,beaux-arts;dessin,François Gérard,unknown,GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332013111
musée des beaux-arts et d'archéologie,Besançon,M0332014167,D.2060,Portrait d'homme assis à son bureau,beaux-arts;dessin,François Gérard,unknown,GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332014167
musée des beaux-arts et d'archéologie,Besançon,M0332014185,D.2078,"Portrait d'homme assis, le bras gauche reposant sur une table",beaux-arts;dessin,François Gérard,unknown,GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332014185
musée des beaux-arts et d'archéologie,Besançon,M0332014172,D.2064,"Portrait d'homme assis, tenant une canne dans la main gauche",beaux-arts;dessin,François Gérard,unknown,GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332014172
musée des beaux-arts et d'archéologie,Besançon,M0332014171,D.2063,"Portrait d'homme assis, une épée au côté droit",beaux-arts;dessin,François Gérard,unknown,GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332014171
musée des beaux-arts et d'archéologie,Besançon,M0332000543,933.9.78 ; 831,Portrait d'homme barbu,beaux-arts;peinture,Greuze,unknown,GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332000543
musée des beaux-arts et d'archéologie,Besançon,M0332014157,D.2050,Portrait d'homme dans un fauteuil,beaux-arts;dessin,François Gérard,unknown,GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332014157
musée des beaux-arts et d'archéologie,Besançon,M0332014166,D.2059,Portrait d'homme debout,beaux-arts;dessin,François Gérard,unknown,GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332014166
musée des beaux-arts et d'archéologie,Besançon,M0332014180,D.2072,Portrait d'homme debout,beaux-arts;dessin,François Gérard,unknown,GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332014180
musée des beaux-arts et d'archéologie,Besançon,M0332014181,D.2073,Portrait d'homme debout,beaux-arts;dessin,François Gérard,unknown,GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332014181
musée des beaux-arts et d'archéologie,Besançon,M0332014182,D.2074,Portrait d'homme debout appuyé à un bureau,beaux-arts;dessin,François Gérard,unknown,GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332014182
musée des beaux-arts et d'archéologie,Besançon,M0332014179,D.2071,Portrait d'homme debout dans un encadrement de fenêtre,beaux-arts;dessin,François Gérard,unknown,GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332014179
musée des beaux-arts et d'archéologie,Besançon,M0332014187,D.2080,Portrait d'homme tenant un chapeau,beaux-arts;dessin,François Gérard,unknown,GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332014187
musée des beaux-arts et d'archéologie,Besançon,M0332006950,896.1.144,"Portrait d'un sénateur vénitien avec sa femme, sa fille et son fils",beaux-arts;peinture,Le Tintoret,unknown,© C2RMF/Thomas Clot,https://pop.culture.gouv.fr/notice/joconde/M0332006950
musée des beaux-arts et d'archéologie,Besançon,M0332003039,D.27,Portrait de Charles Ier d'Angleterre,beaux-arts;dessin,Van Dyck,unknown,© GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332003039
musée des beaux-arts et d'archéologie,Besançon,M0332013087,D.2023,Portrait de femme,beaux-arts;dessin,François Gérard,unknown,GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332013087
musée des beaux-arts et d'archéologie,Besançon,M0332014177,D.2069,Portrait de femme portant un chapeau,beaux-arts;dessin,François Gérard,unknown,GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332014177
musée des beaux-arts et d'archéologie,Besançon,M0332013024,D.2021,Portrait de jeune femme,beaux-arts;dessin,François Gérard,unknown,GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332013024
musée des beaux-arts et d'archéologie,Besançon,M0332000855,896.1.362,Portrait de jeune homme,beaux-arts;peinture,Louis Léopold Boilly,unknown,© GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332000855
musée des beaux-arts et d'archéologie,Besançon,M0332001041,897.1.74,Portrait présumé de François II (1544-1560),beaux-arts;peinture,François Clouet,unknown,© GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332001041
musée des beaux-arts et d'archéologie,Besançon,M0332001449,899.1.96,Prisonniers dans une grotte,beaux-arts;peinture,Sébastien Bourdon,unknown,© GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332001449
musée des beaux-arts et d'archéologie,Besançon,M0332012186,D.1768,Profil de Louis XIV,dessin,Charles Le Brun,unknown,© musées de Besançon ; GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332012186
musée des beaux-arts et d'archéologie,Besançon,M0332011069,D.1775,Projet de décor architectural. esquisse de deux allégories de la Renommée,dessin,Charles Le Brun,unknown,© musées de Besançon ; GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332011069
musée des beaux-arts et d'archéologie,Besançon,M0332011565,D.2160,Quatre groupes de lutteurs et deux hommes emportant un blessé,beaux-arts;dessin,Géricault,unknown,© GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332011565
musée des beaux-arts et d'archéologie,Besançon,M0332011954,D.1167,Scène antique avec un homme sur un trône et un malade : mort de Darius (?),dessin,Sébastien Bourdon,unknown,© musées de Besançon ; GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332011954
musée des beaux-arts et d'archéologie,Besançon,M0332013241,D.2158,Scènes de combats à l'épée (recto et verso),beaux-arts;dessin,Géricault,unknown,© GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332013241
musée des beaux-arts et d'archéologie,Besançon,M0332002740,D.1420,Trois caricatures de têtes d'homme,dessin,Annibale Carracci,restricted,© GUENAT Pierre - utilisation soumise à autorisation,https://pop.culture.gouv.fr/notice/joconde/M0332002740
musée des beaux-arts et d'archéologie,Besançon,M0332002641,D.2275,Tête d'enfant ou de jeune homme,beaux-arts;dessin,Federico Barocci,unknown,© GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332002641
musée des beaux-arts et d'archéologie,Besançon,M0332003417,D.563,"Tête d'homme barbu portant un bonnet allongé, vu de profil",beaux-arts;dessin,Rembrandt,unknown,© GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332003417
musée des beaux-arts et d'archéologie,Besançon,M0332003814,D.2730,Tête de femme,dessin,Philippe de Champaigne,unknown,© musées de Besançon ; GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332003814
musée des beaux-arts et d'archéologie,Besançon,M0332006709,896.1.168 ; 897,Tête de jeune fille,beaux-arts;peinture,Greuze,unknown,"© Musée des beaux-arts et d'archéologie, Besançon",https://pop.culture.gouv.fr/notice/joconde/M0332006709
musée des beaux-arts et d'archéologie,Besançon,M0332012963,D.1329,Un arbre (recto) ; Deux visages (verso),dessin,Salvator Rosa,unknown,© musées de Besançon ; GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332012963
musée des beaux-arts et d'archéologie,Besançon,M0332011640,D.892,Un coin de paysage avec une ferme,beaux-arts;dessin,Boucher,unknown,GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332011640
musée des beaux-arts et d'archéologie,Besançon,M0332014162,D.2055,Un officier debout près d'un canon,beaux-arts;dessin,François Gérard,unknown,GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332014162
musée des beaux-arts et d'archéologie,Besançon,M0332013093,D.2029,Une femme nue assise et une femme nue couchée avec un enfant,beaux-arts;dessin,François Gérard,unknown,GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332013093
musée des beaux-arts et d'archéologie,Besançon,M0332012902,D.2081,Une fête champêtre dans le parc d'un château,beaux-arts;dessin,François Gérard,unknown,GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332012902
musée des beaux-arts et d'archéologie,Besançon,M0332011641,D.893,Une maison dans la verdure avec un dessinateur au premier plan,beaux-arts;dessin,Boucher,unknown,GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332011641
musée des beaux-arts et d'archéologie,Besançon,M0332002581,D.2263,Visage d'après Michel-Ange,dessin,Le Tintoret,restricted,© GUENAT Pierre - utilisation soumise à autorisation,https://pop.culture.gouv.fr/notice/joconde/M0332002581
musée des beaux-arts et d'archéologie,Besançon,M0332003669,D.2237,"Vue prise au bord du Tibre, au loin San Pietro in Montorio et l'Acqua Paola",dessin,Gaspard Dughet,unknown,© musées de Besançon ; GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332003669
musée des beaux-arts et d'archéologie,Besançon,M0332003041,D.35,Étude de tête d'homme barbu,beaux-arts;dessin,Van Dyck,unknown,© GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332003041
musée des beaux-arts et d'archéologie,Besançon,M0332002781,D.3112,Étude pour Pétrarque,beaux-arts;dessin,Botticelli,unknown,© GUENAT Pierre,https://pop.culture.gouv.fr/notice/joconde/M0332002781
musée des beaux-arts,Rennes,000DE016661,INV 55.19.15,AMOUR,beaux-arts;dessin,Boucher,unknown,,https://pop.culture.gouv.fr/notice/joconde/000DE016661
musée des beaux-arts,Rennes,02110002698,Inv 794.1.2680,Ange tenant une épée,dessin,Charles Le Brun,unknown,© Louis Deschamps,https://pop.culture.gouv.fr/notice/joconde/02110002698
musée des beaux-arts,Rennes,02110002810,Inv 794.1.2933,Combat dans les airs,dessin,Luca Cambiaso,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/02110002810
musée des beaux-arts,Rennes,02110002511,Inv 794.1.2997,Combat de chevaux marins,dessin,Jules Romain,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/02110002511
musée des beaux-arts,Rennes,02110002437,Inv 794.1.3041,Deux amants,dessin,Jules Romain,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/02110002437
musée des beaux-arts,Rennes,02110002705,Inv 794.1.2583,Etude d'homme drapé debout ; Figure d'homme drapé,dessin,Simon Vouet,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/02110002705
musée des beaux-arts,Rennes,02110002696,Inv 794.1.2682,Etude de femme drapée,dessin,Charles Le Brun,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/02110002696
musée des beaux-arts,Rennes,02110003628,Inv 794.1.2718,Femme assise et enfant à ses pieds ; Danaé,dessin,Simon Vouet,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/02110003628
musée des beaux-arts,Rennes,02110002198,Inv 794.1.3302,Femme nue,dessin,Rubens,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/02110002198
musée des beaux-arts,Rennes,02110002639,Inv 794.1.3009,Feuilles d'études,dessin,Raphaël,unknown,© Deschamps,https://pop.culture.gouv.fr/notice/joconde/02110002639
musée des beaux-arts,Rennes,02110002501,Inv 794.1.3010,Figure de saint,dessin,Raphaël,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/02110002501
musée des beaux-arts,Rennes,02110002605,Inv 794.1.2631,Groupe tiré du massacre des innocents,dessin,Sébastien Bourdon,unknown,© Louis Deschamps,https://pop.culture.gouv.fr/notice/joconde/02110002605
musée des beaux-arts,Rennes,02110002503,Inv 794.1.3007,Guerrier avec un lion à ses pieds,dessin,Raphaël,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/02110002503
musée des beaux-arts,Rennes,02110002508,Inv 794.1.3001,Homme assis et drapé,dessin,Le Primatice,unknown,© Deschamps,https://pop.culture.gouv.fr/notice/joconde/02110002508
musée des beaux-arts,Rennes,00000075395,D 34.1.3 ; INV 5040 ; MR 1777,JEUNE FILLE AU RUBAN BLEU,peinture,Greuze,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/00000075395
musée des beaux-arts,Rennes,00000094623,INV 794.1.27,JOUEURS DE CARTES DANS UN CABARET,peinture,David Téniers,unknown,© musée des beaux-arts de Rennes,https://pop.culture.gouv.fr/notice/joconde/00000094623
musée des beaux-arts,Rennes,02110002502,Inv 794.1.3008,Jupiter,dessin,Raphaël,unknown,© Deschamps,https://pop.culture.gouv.fr/notice/joconde/02110002502
musée des beaux-arts,Rennes,02110002697,Inv 794.1.2679,Jupiter,dessin,Charles Le Brun,unknown,© Louis Deschamps,https://pop.culture.gouv.fr/notice/joconde/02110002697
musée des beaux-arts,Rennes,02110002200,Inv 794.1.3301,La Marquise de Mantoue ; Tête de femme,dessin,Rubens,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/02110002200
musée des beaux-arts,Rennes,02110002354,"Inv 794.1.2533 ; Reg. 1794, n° 18 (Ancien numéro) ; Reg. 1805-1963, C 110, 1 (Ancien numéro) ; Reg. 1856, C 110, 1er, V1 (Ancien numéro)","La Messe des anges ; Croquis à la plume coloré, composition allégorique et indescriptible (titre ancien) ; Dessin allégorique (titre ancien)",dessin,Albrecht Dürer,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/02110002354
musée des beaux-arts,Rennes,02110002278,Inv 794.1.3153,La mort de Saphira,dessin,Pier Francesco Mola,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/02110002278
musée des beaux-arts,Rennes,02110003533,Inv 794.1.3257,Paysage,dessin,Paul Bril,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/02110003533
musée des beaux-arts,Rennes,00000075736,INV 794.4.3,"SAINT SEBASTIEN, MARTYRE",peinture,Van Dyck,unknown,© C2RMF,https://pop.culture.gouv.fr/notice/joconde/00000075736
musée des beaux-arts,Rennes,00000075735,INV 794.4.2,"SAINTE AGATHE, MARTYRE",peinture,Van Dyck,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/00000075735
musée des beaux-arts,Rennes,02110003535,Inv 794.1.2932,Silène et deux bergers,dessin,Luca Cambiaso,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/02110003535
musée des beaux-arts,Rennes,02110002187,Inv 794.1.3313,Singes dans une cuisine,dessin,David Téniers,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/02110002187
musée des beaux-arts,Rennes,00000094658,INV 859.17.1,TETE D'ETUDE,peinture,Le Guerchin,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/00000094658
musée des beaux-arts,Rennes,02110002116,Inv 794.1.2919,Trois figures d'hommes nus,dessin,Michel-Ange,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/02110002116
musée des beaux-arts,Rennes,02110002126,Inv 794.1.2902,Tête d'enfant,dessin,Federico Barocci,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/02110002126
musée des beaux-arts,Rennes,02110002500,Inv 794.1.3011,Tête de vierge (recto) ; Feuille d'études (verso),dessin,Raphaël,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/02110002500
musée des beaux-arts,Rennes,02110002401,Inv 794.1.3000,Ulysse recevant les outres des vents,dessin,Le Primatice,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/02110002401
musée des beaux-arts,Rennes,02110002809,Inv 794.1.2930,Vénus et l'Amour,dessin,Luca Cambiaso,unknown,© Jean-Manuel Salingue,https://pop.culture.gouv.fr/notice/joconde/02110002809
musée Lambinet,Versailles,04000006641,904,Arrestation de Charlotte Corday,dessin,Louis Léopold Boilly,unknown,© Dufrene Gérard,https://pop.culture.gouv.fr/notice/joconde/04000006641
musée Lambinet,Versailles,04000000182,528,Erigone vaincue,beaux-arts;peinture,Boucher,unknown,"Musée Lambinet, Ville de Versailles",https://pop.culture.gouv.fr/notice/joconde/04000000182
musée Lambinet,Versailles,04000000120,1031,Homme assis tenant une cruche,peinture,David Téniers,unknown,Chatel Thierry,https://pop.culture.gouv.fr/notice/joconde/04000000120
musée Lambinet,Versailles,04000000116,1030,Homme fumant la pipe,peinture,David Téniers,unknown,Chatel Thierry,https://pop.culture.gouv.fr/notice/joconde/04000000116
musée Lambinet,Versailles,04000000110,1027,Intérieur de cabaret,peinture;beaux-arts,David Téniers,unknown,Art Shooting,https://pop.culture.gouv.fr/notice/joconde/04000000110
musée Lambinet,Versailles,04000001398,D. 95.2.1,La famille du Grand Dauphin,peinture,Pierre Mignard,unknown,© Musée Lambinet,https://pop.culture.gouv.fr/notice/joconde/04000001398
musée Lambinet,Versailles,04000013441,111 ; 625-621-630-622-?-624-629-632-631-633-624-628-612-617-620-?-623-626,"La grille d'honneur, la place d'Armes, la Petite Écurie et la Grande Écurie",miniature;costume - accessoires du costume,Joseph Vernet,unknown,Art Shooting,https://pop.culture.gouv.fr/notice/joconde/04000013441
musée Lambinet,Versailles,04000013437,107 ; 625-621-630-622-?-624-629-632-631-633-624-628-612-617-620-?-623-626,La pièce d'eau des Suisses et l'Orangerie,miniature;costume - accessoires du costume,Joseph Vernet,unknown,Art Shooting,https://pop.culture.gouv.fr/notice/joconde/04000013437
musée Lambinet,Versailles,04000013432,102 ; 625-621-630-622-?-624-629-632-631-633-624-628-612-617-620-?-623-626,Le Grand Canal avec vue sur le château,miniature;costume - accessoires du costume,Joseph Vernet,unknown,Art Shooting,https://pop.culture.gouv.fr/notice/joconde/04000013432
musée Lambinet,Versailles,04000013434,104 ; 625-621-630-622-?-624-629-632-631-633-624-628-612-617-620-?-623-626,"Le Grand Trianon, côté entrée",miniature;costume - accessoires du costume,Joseph Vernet,unknown,Art Shooting,https://pop.culture.gouv.fr/notice/joconde/04000013434
musée Lambinet,Versailles,04000013408,94 ; 625-621-630-622-?-624-629-632-631-633-624-628-612-617-620-?-623-626,"Le Grand Trianon, vu de l'extrémité nord du Grand Canal",miniature;costume - accessoires du costume,Joseph Vernet,unknown,Art Shooting,https://pop.culture.gouv.fr/notice/joconde/04000013408
musée Lambinet,Versailles,04000013440,110 ; 625-621-630-622-?-624-629-632-631-633-624-628-612-617-620-?-623-626,"Le bassin d'Apollon, avec vue sur le Grand Canal",miniature;costume - accessoires du costume,Joseph Vernet,unknown,Art Shooting,https://pop.culture.gouv.fr/notice/joconde/04000013440
musée Lambinet,Versailles,04000013435,105 ; 625-621-630-622-?-624-629-632-631-633-624-628-612-617-620-?-623-626,"Le bassin d'Apollon, avec vue sur le château",miniature;costume - accessoires du costume,Joseph Vernet,unknown,Art Shooting,https://pop.culture.gouv.fr/notice/joconde/04000013435
musée Lambinet,Versailles,04000013436,106 ; 625-621-630-622-?-624-629-632-631-633-624-628-612-617-620-?-623-626,Le bassin de Latone,miniature;costume - accessoires du costume,Joseph Vernet,unknown,Art Shooting,https://pop.culture.gouv.fr/notice/joconde/04000013436
musée Lambinet,Versailles,04000013425,95 ; 625-621-630-622-?-624-629-632-631-633-624-628-612-617-620-?-623-626,Le bassin de Neptune et d'Amphitrite,miniature;costume - accessoires du costume,Joseph Vernet,unknown,Art Shooting,https://pop.culture.gouv.fr/notice/joconde/04000013425
musée Lambinet,Versailles,04000013431,101 ; 625-621-630-622-?-624-629-632-631-633-624-628-612-617-620-?-623-626,Le bosquet de l'Obélisque,miniature;costume - accessoires du costume,Joseph Vernet,unknown,Art Shooting,https://pop.culture.gouv.fr/notice/joconde/04000013431
musée Lambinet,Versailles,04000013428,98 ; 625-621-630-622-?-624-629-632-631-633-624-628-612-617-620-?-623-626,Le bosquet de la Colonnade,miniature;costume - accessoires du costume,Joseph Vernet,unknown,Art Shooting,https://pop.culture.gouv.fr/notice/joconde/04000013428
musée Lambinet,Versailles,04000013429,99 ; 625-621-630-622-?-624-629-632-631-633-624-628-612-617-620-?-623-626,Le bosquet de la salle de Bal,miniature;costume - accessoires du costume,Joseph Vernet,unknown,Art Shooting,https://pop.culture.gouv.fr/notice/joconde/04000013429
musée Lambinet,Versailles,04000013427,97 ; 625-621-630-622-?-624-629-632-631-633-624-628-612-617-620-?-623-626,Le bosquet des Dômes,miniature;costume - accessoires du costume,Joseph Vernet,unknown,Art Shooting,https://pop.culture.gouv.fr/notice/joconde/04000013427
musée Lambinet,Versailles,04000013433,103 ; 625-621-630-622-?-624-629-632-631-633-624-628-612-617-620-?-623-626,Le château vu de la place d'Armes,miniature;costume - accessoires du costume,Joseph Vernet,unknown,Art Shooting,https://pop.culture.gouv.fr/notice/joconde/04000013433
musée Lambinet,Versailles,04000013430,100 ; 625-621-630-622-?-624-629-632-631-633-624-628-612-617-620-?-623-626,Le parterre d'Eau et la façade du château,miniature;costume - accessoires du costume,Joseph Vernet,unknown,Art Shooting,https://pop.culture.gouv.fr/notice/joconde/04000013430
musée Lambinet,Versailles,04000013438,108 ; 625-621-630-622-?-624-629-632-631-633-624-628-612-617-620-?-623-626,Le parterre d'Eau et les bassins des fleuves,miniature;costume - accessoires du costume,Joseph Vernet,unknown,Art Shooting,https://pop.culture.gouv.fr/notice/joconde/04000013438
musée Lambinet,Versailles,04000013439,109 ; 625-621-630-622-?-624-629-632-631-633-624-628-612-617-620-?-623-626,Le parterre du Nord avec vue de la fontaine de la pyramide,miniature;costume - accessoires du costume,Joseph Vernet,unknown,Art Shooting,https://pop.culture.gouv.fr/notice/joconde/04000013439
musée Lambinet,Versailles,04000013426,96 ; 625-621-630-622-?-624-629-632-631-633-624-628-612-617-620-?-623-626,Le petit Trianon,miniature;costume - accessoires du costume,Joseph Vernet,unknown,Art Shooting,https://pop.culture.gouv.fr/notice/joconde/04000013426
musée Lambinet,Versailles,04000001600,1231,Marine : entrée d'un port,peinture;marine,Joseph Vernet,unknown,"Musée Lambinet, Ville de Versailles",https://pop.culture.gouv.fr/notice/joconde/04000001600
musée des Beaux-Arts,Nantes,07430005700,600,Amours dans les nuages,beaux-arts;peinture;beaux-arts,Boucher,unknown,Gérard Blot,https://pop.culture.gouv.fr/notice/joconde/07430005700
musée des Beaux-Arts,Nantes,07430007081,459,Intérieur de cabaret,peinture;beaux-arts,David Téniers,unknown,C. CLOS,https://pop.culture.gouv.fr/notice/joconde/07430007081
musée des Beaux-Arts,Nantes,07430007134,457,Intérieur de tabagie,peinture;beaux-arts,David Téniers,unknown,Alain Guillard,https://pop.culture.gouv.fr/notice/joconde/07430007134
musée des Beaux-Arts,Nantes,07430005116,253,L'Ange gardien,peinture;beaux-arts,Carlo Maratti,unknown,Alain Guillard,https://pop.culture.gouv.fr/notice/joconde/07430005116
musée des Beaux-Arts,Nantes,07430004969,49,La Charité chrétienne,peinture;beaux-arts,Guido Reni,unknown,Gérard Blot,https://pop.culture.gouv.fr/notice/joconde/07430004969
musée des Beaux-Arts,Nantes,07430005039,990.5.1.P ; 9043,La Sainte Famille avec saint Jean-Baptiste et sainte Elisabeth,peinture;beaux-arts,Annibale Carracci,unknown,Alain Guillard,https://pop.culture.gouv.fr/notice/joconde/07430005039
musée des Beaux-Arts,Nantes,07430005280,729,La tempête sur le phare,peinture;beaux-arts,Joseph Vernet,unknown,Gérard Blot,https://pop.culture.gouv.fr/notice/joconde/07430005280
musée des Beaux-Arts,Nantes,07430007265,142,Le repos des soldats,peinture;beaux-arts,Salvator Rosa,unknown,Alain Guillard,https://pop.culture.gouv.fr/notice/joconde/07430007265
musée des Beaux-Arts,Nantes,07430004698,139,Les arbres abattus ; Paysage (Ancien titre),peinture;beaux-arts,Salvator Rosa,unknown,C. CLOS,https://pop.culture.gouv.fr/notice/joconde/07430004698
musée des Beaux-Arts,Nantes,07430007254,1660,Paysage,dessin,Joseph Vernet,unknown,Gérard Blot,https://pop.culture.gouv.fr/notice/joconde/07430007254
musée des Beaux-Arts,Nantes,07430005048,313,Paysage animé,peinture;beaux-arts,Salvator Rosa,unknown,C. CLOS,https://pop.culture.gouv.fr/notice/joconde/07430005048
musée des Beaux-Arts,Nantes,07430005637,138,Paysage animé,peinture;beaux-arts,Gaspard Dughet,unknown,Alain Guillard,https://pop.culture.gouv.fr/notice/joconde/07430005637
musée des Beaux-Arts,Nantes,07430007264,111,Paysage avec deux moines,peinture;beaux-arts,Pier Francesco Mola,unknown,C. CLOS,https://pop.culture.gouv.fr/notice/joconde/07430007264
musée des Beaux-Arts,Nantes,07430005686,603,Paysage historique,peinture;beaux-arts,Sébastien Bourdon,unknown,Alain Guillard,https://pop.culture.gouv.fr/notice/joconde/07430005686
musée des Beaux-Arts,Nantes,07430005144,582,Paysage. Soldats dans un ravin,peinture;beaux-arts,Salvator Rosa,unknown,Alain Guillard,https://pop.culture.gouv.fr/notice/joconde/07430005144
musée des Beaux-Arts,Nantes,07430005647,774,"Portrait de Jacques II Stuart, roi d'Ecosse",peinture;beaux-arts,Nicolas de Largillière,unknown,Alain Guillard,https://pop.culture.gouv.fr/notice/joconde/07430005647
musée des Beaux-Arts,Nantes,07430005253,763,Putto,peinture;beaux-arts,Nicolas Poussin,unknown,Cécile Clos,https://pop.culture.gouv.fr/notice/joconde/07430005253
musée des Beaux-Arts,Nantes,07430005266,762,Putto,peinture;beaux-arts,Nicolas Poussin,unknown,Cécile Clos,https://pop.culture.gouv.fr/notice/joconde/07430005266
musée des Beaux-Arts,Nantes,07430004686,103,Quatre têtes d'étude,peinture;beaux-arts,Carlo Maratti,unknown,C. CLOS,https://pop.culture.gouv.fr/notice/joconde/07430004686
musée des Beaux-Arts,Nantes,07430005676,239,Saint Simon apôtre,peinture;beaux-arts,Simon Vouet,unknown,Alain Guillard,https://pop.culture.gouv.fr/notice/joconde/07430005676
musée des Beaux-Arts,Nantes,07430007012,452,Sainte Thérèse d'Avilla en prières,peinture;beaux-arts,David Téniers,unknown,Alain Guillard,https://pop.culture.gouv.fr/notice/joconde/07430007012
musée des Beaux-Arts,Nantes,07430005210,298,Tobie et l'ange,peinture;beaux-arts,Simon Vouet,unknown,Cécile Clos,https://pop.culture.gouv.fr/notice/joconde/07430005210
musée des Beaux-Arts,Nantes,07430007020,442,Têtes d'étude,peinture;beaux-arts,Rubens,unknown,Cécile Clos,https://pop.culture.gouv.fr/notice/joconde/07430007020
musée des Beaux-Arts,Nantes,07430005474,143,Vue du port,peinture;beaux-arts,Salvator Rosa,unknown,Alain Guillard,https://pop.culture.gouv.fr/notice/joconde/07430005474
musée des beaux-arts,Bordeaux,000PE025251,Bx E 674 ; Bx M 6590,BACCHUS ET ARIANE,peinture,Charles Le Brun,unknown,© L. Gauthier,https://pop.culture.gouv.fr/notice/joconde/000PE025251
musée des beaux-arts,Bordeaux,000PE023452,Bx E 446,Buveur,peinture,David Téniers,unknown,© Lysiane Gauthier,https://pop.culture.gouv.fr/notice/joconde/000PE023452
musée des beaux-arts,Bordeaux,00650013590,Bx 2007.1.1,Comédiens italiens dans un parc,peinture;spectacle - fête,Jean-Baptiste Oudry,unknown,Lysiane Gauthier,https://pop.culture.gouv.fr/notice/joconde/00650013590
musée des beaux-arts,Bordeaux,000PE025747,Bx E 252,ETUDE DE NEGRE,peinture;mémoire de l'esclavage,Rembrandt,unknown,© L. Gauthier,https://pop.culture.gouv.fr/notice/joconde/000PE025747
musée des beaux-arts,Bordeaux,000PE023112,Bx E 1069 283 ; Bx M 7047,Joueur de flûte,peinture,Fragonard,unknown,© Lysiane Gauthier,https://pop.culture.gouv.fr/notice/joconde/000PE023112
